Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, RTimePl, DTimePL,RRounds, DRounds, ActInd, PTFOInd, TWInd
1234567890r4,1133,940231,2145,80,6927,6,1816400,3,2174,1900,41,17,1.95005e+06,2,933748,6483,1123,10,28.5918,7.24524,26.9197
123Surge321,1086,871976,698,161,9040,5,1534470,2,1794,1509,27,9,2.12398e+06,2,871976,0,1086,0,0,0,0
128MG,3262,3804325,359,34,1287,30,39720,26,1904,4824,4,14,5.58864e+06,2,3736281,68044,3198,64,104.674,7.39852,2.89883
1337_FoxGer,614,753391,2534,18,11104,3,1984440,4,2408,2496,4,2,2.91017e+06,2,753391,0,614,0,0,0,0
1lebowski,2011,1971369,1497,59,2765,8,2267370,5,2671,3319,17,1,5.83464e+06,3,1944535,26834,1982,29,58.8368,12.189,6.89423
1tamara,3936,2028720,575,88,3112,11,1045210,408,350,365,0,0,448480,2,2005182,23538,3880,56,84.5627,0,4.48605
22SAS-Eddie,1026,991487,2471,364,14042,4,2389290,5,3908,3444,193,53,4.6022e+06,2,991487,0,1026,0,0,0,0
404ERROR_vvizard,987,791152,3407,363,13855,3,1794640,2,2205,1879,28,5,3.28139e+06,2,773039,18113,971,16,42.1765,10,49.977
666FIN,1462,1766168,122,23,221,6,2813420,5,2818,2879,0,0,646370,2,1750877,15291,1451,11,35.741,6.12607,8.90961
6LouCypher6,1123,1056849,1667,127,11837,9,2332950,4,1991,1997,15,2,2.93242e+06,2,1014524,42325,1057,66,100.726,11.9555,22.4761
77Dunkan77,1286,941915,2071,396,8095,6,1874570,3,3000,2679,4,0,3.16416e+06,3,935307,6608,1272,14,32.7104,5.86349,28.2511
7HhH77I,978,1101642,3154,1096,16999,38,2669810,6,2464,3522,1,1,1.31507e+06,3,1101642,0,978,0,0,0,0
7Thomas11,1173,733825,1530,212,4813,3,1711600,3,1964,1777,57,21,2.94929e+06,2,726061,7764,1151,22,41.7423,10.1501,12.5298
8ISIS8,1675,1561374,850,107,4548,3,1718680,3,1675,2513,1,2,3.36334e+06,2,1520098,41276,1632,43,77.4372,8.78476,14.2378
ASupportiveBra,1092,1330070,2211,141,9593,5,2254260,5,2992,3571,0,0,5.28728e+06,3,1330060,10,1092,0,2.15278,0,0
AZAL777,983,1046604,1616,51,4152,9,1961350,4,2301,3691,0,0,3.14738e+06,2,1023559,23045,968,15,43.3621,24.0081,36.8314
Abr4ms,1258,1204477,1886,759,11863,3,1851450,4,2741,3138,44,20,2.88596e+06,2,1204477,0,1258,0,0,0,0
Ac3ofspade5,1173,1289766,2112,70,10803,6,2549880,6,2672,2849,24,4,3.6858e+06,2,1289766,0,1173,0,0,0,0
Aitto_Sang,1359,1212328,883,192,4993,7,1875440,4,2283,1770,5,3,4.24093e+06,3,1173482,38846,1317,42,75.7483,6.16687,13.8142
Alajmi_solo,1619,1382713,4724,71,19113,7,2598320,4,2299,1982,18,7,3.73061e+06,2,1374362,8351,1596,23,43.2273,13.2256,6.24808
Alc_Free,1159,1288617,1287,30,3572,2,1814250,4,2956,3195,0,0,4.43389e+06,2,1266877,21740,1133,26,53.8168,7.89676,5.75246
Alemao-Oficial,1196,1248749,923,157,2105,1,2175000,6,2730,2871,2,3,5.11499e+06,3,1248749,0,1196,0,0,0,0
Alfredlc,1812,1797288,4516,48,34011,5,2278940,6,3738,3024,31,16,5.28868e+06,1,1797288,0,1812,0,0,0,0
AllenBieber,1066,812112,1842,181,7579,8,2042350,5,3443,2689,1,5,3.42712e+06,3,790530,21582,1043,23,50.7493,15,37.7971
AmMaR_Tawil,984,773589,655,76,21479,14,2595510,5,3800,1759,1,0,5.44137e+06,2,674906,98683,914,70,116.034,12.3207,51.3897
Amu5555,1143,1399102,1099,9257,12679,8,1762720,4,2080,3261,1,0,732965,1,1399102,0,1143,0,0,0,0
Andy_Der_1,601,548208,1626,1,7536,6,1291820,2,913,2557,54,14,1.1899e+06,2,546448,1760,598,3,15.0436,1,3.87728
Annolent,834,963193,1483,356,6114,2,1474520,3,2440,2604,48,18,2.20843e+06,2,960910,2283,833,1,14.1336,36,5.33484
Ansgott,1548,1523672,1222,159,7610,8,2139130,5,2211,3025,0,0,3.57985e+06,2,1514332,9340,1536,12,32.9955,6.44564,29.4853
Antzrys,880,880432,3618,1,14082,4,1732040,3,3317,2826,0,0,3.57547e+06,2,880432,0,880,0,0,0,0
ArGenTine_Leo,1199,1136148,1769,288,9465,4,1721200,4,3835,4134,64,11,3.89091e+06,3,1136148,0,1199,0,0,0,0
Arai636,1552,1601775,1970,53,11796,6,2963240,6,3946,6225,0,0,7.367e+06,1,1578792,22983,1528,24,52.3366,14.2064,6.64946
ArcadiaINC,901,1151964,969,71,4378,2,1297730,2,1723,3718,1,4,3.57563e+06,2,1151362,602,900,1,9.42569,12.0352,4.0536
Archibald0o,816,921785,2625,5,14057,2,1393790,2,2287,4459,8,2,3.26677e+06,2,921785,0,816,0,0,0,0
Arnoldsbiceps,924,1026572,1978,55,6888,5,1611080,3,2018,3791,27,14,3.61984e+06,2,1020647,5925,920,4,22.0429,18.4323,6.45394
Arrsenic,919,829412,1962,137,7572,5,1754420,3,1209,2460,1,0,3.38399e+06,2,781209,48203,869,50,86.263,20.5727,46.366
AscotBailey-1,1127,1017969,1161,92,4147,3,1637780,3,1838,3824,51,22,2.77878e+06,2,1017969,0,1127,0,0,0,0
Atlas_Misaka,1156,1339528,2873,1291,10859,10,1708630,4,3748,3592,5,6,5.27994e+06,3,1314599,24929,1130,26,55.1141,16.874,32.961
Audah_Abu_Tayeh,786,826853,2514,317,5709,6,1671800,3,1628,2112,2,3,482631,1,794210,32643,755,31,62.8487,7,26.6169
AuntyJemimahh,1288,883651,2135,93,4254,1,2940250,6,78,115,1,385,1.96307e+06,1,883651,0,1288,0,0,0,0
AvrilzFawnie,1270,1264991,1755,249,6021,1,1583240,3,1402,3086,17,14,2.53148e+06,1,1264991,0,1270,0,0,0,0
Aw4kening,1231,1342972,669,201,5729,40,3403710,7,3850,2959,13,11,3.60603e+06,2,1339665,3307,1229,2,16.8584,25.8285,9.37811
AxT_Delacroaix,2355,1161912,3440,0,9955,6,3023130,7,4109,4111,240,66,1.48757e+06,1,1161702,210,2355,0,5.93334,0,0
Ayoub_IQ,3716,2124400,744,50,4893,4,2450180,3,1265,1524,0,0,2.42704e+06,2,2057724,66676,3622,94,134.4,1.64581,7.41217
AzdanDia,725,705843,0,0,11,2,1066800,2,3943,3707,4,2,4.19349e+06,2,705843,0,725,0,0,0,0
B4boulinet,1088,1270233,5423,0,17583,450,2242760,4,1672,2373,1,0,2.94503e+06,2,1270233,0,1088,0,0,0,0
BF30Wastegate,1611,871593,4584,0,11211,356,2936960,6,7929,3686,12,2,3.8123e+06,2,854788,16805,1589,22,47.5312,24.1238,20.0866
BLuejs2_CN_SZ,1325,987584,880,155,4321,3,2376470,4,1480,1753,154,56,2.96499e+06,3,987584,0,1325,0,0,0,0
BSFUTO,949,838921,528,73,7511,3,1796120,3,1821,2555,176,95,2.98071e+06,2,809969,28952,923,26,56.6012,19.933,17.3285
BUMM-Carnifex,987,901087,2002,628,13857,7,1920030,4,2748,2960,82,19,4.16655e+06,2,878528,22559,952,35,63.1615,16.5657,37.6982
Baker_CZ,1194,1121732,1440,125,22252,16,1859040,4,3386,3132,10,0,4.76968e+06,2,1120394,1338,1182,12,22.9928,10.6895,9.70593
Bakifire,1005,900745,2598,96,11307,6,2256900,4,2890,2553,27,11,4.77921e+06,2,889800,10945,997,8,30.1339,19.4255,11.5045
Baldy90,684,746263,4969,270,33880,18,2199180,3,1870,2223,37,12,778405,2,746263,0,684,0,0,0,0
Ballzz0fSteel,1292,1479288,3214,15,14656,4,2270420,5,3877,2674,26,6,5.61568e+06,1,1479288,0,1292,0,0,0,0
Baltar33,1104,1096792,483,40,3829,27,2168900,4,6090,3577,12,2,8.90295e+06,2,1090043,6749,1099,5,23.8424,22.7377,18.406
Bang-pombo,833,883716,1065,46,4108,2,1474660,3,1384,3389,4,1,2.38336e+06,2,883716,0,833,0,0,0,0
Bank_Zwoops,1000,1083797,1756,167,9265,3,2300120,5,1802,3392,12,9,1.21067e+06,2,1080741,3056,998,2,16.4729,11.3077,78.7287
BeatMeSilly,501,572118,2478,325,16883,2,1664700,3,1297,2839,0,1,645445,1,572118,0,501,0,0,0,0
Big_LX,808,889321,3987,228,13848,4,2845790,6,1921,4007,41,16,1.12372e+06,2,889321,0,808,0,0,0,0
BlackDogUA93,1193,789777,1560,148,11622,7,2232840,3,2288,1703,48,25,1.56324e+06,2,787051,2726,1184,9,22.9325,4.22402,18.6748
BloodHawk2,1773,1446004,3019,153,19005,3,2826100,6,3473,2855,0,1,5.40399e+06,2,1422282,23722,1723,50,78.6369,11.1392,20.6298
BloodRed63,1350,1705385,0,2,4819,8,3046620,7,4872,6209,50,10,9.90774e+06,1,1686026,19359,1334,16,42.7628,26.3124,31.6101
Bluedomino13,1587,1493753,452,336,12969,7,1467690,3,2583,6501,17,12,4.26747e+06,3,1490533,3220,1584,3,17.7271,21.3597,5.00997
BoMoe187,864,814388,3433,68,17967,5,2526620,4,3273,2088,13,7,5.75536e+06,2,796321,18067,843,21,47.1543,20.9807,44.2808
BruceLeeeeeeeroy,1107,1402249,2084,641,12031,10,2647850,6,3703,3335,3,0,7.36295e+06,1,1400099,2150,1105,2,14.8737,16.3696,19.8795
BulletSpam,863,862745,935,292,3786,8,1288640,2,2289,3280,28,4,3.63198e+06,1,862745,0,863,0,0,0,0
Bullet_Stop,1586,1452953,953,226,10481,10,2184610,4,3257,2660,4,1,4.81285e+06,1,1447785,5168,1578,8,25.24,2.36701,9.22968
Burnstr1ker,856,987662,1561,70,8037,4,1743490,4,2650,4780,8,4,3.36899e+06,2,987662,0,856,0,0,0,0
Butz3mannVII,1046,1006143,8497,140,33764,8,3196560,5,3377,2413,1,0,5.41938e+06,2,975381,30762,1021,25,56.2255,20.4772,39.9735
Byebyeronaldo,919,828430,2768,153,11992,11,2060070,3,2895,3259,0,3,3.75971e+06,1,822782,5648,910,9,26.7575,15.5076,45.4381
C4NADI4N,1232,910880,1093,55,5470,2,2900580,7,4464,4649,68,21,2.98999e+06,1,906608,4272,1227,5,21.1808,23.3677,7.08657
Cacapantz,1396,1603799,2327,336,16577,11,2491760,6,3701,5278,0,0,5.57539e+06,1,1548398,55401,1325,71,108.983,22.7531,25.8173
Cannon9012,1687,1420866,2216,452,25241,6,1860460,4,2721,2852,30,12,3.98042e+06,3,1372230,48636,1628,59,95.3711,8.14993,67.1856
Capt_Bobo_Fett,1214,1298087,1809,137,12634,11,2526030,5,3561,2636,36,8,4.50187e+06,2,1298087,0,1214,0,0,0,0
CaptainBowenZ,785,711825,867,216,10619,12,1455850,2,2850,2648,21,3,3.87877e+06,3,711101,724,782,3,11.9597,6.66308,6.18004
CaptainKotstulle,927,995980,121,90,1342,3,1497600,3,2695,3321,0,0,5.01037e+06,2,978938,17042,908,19,44.6505,12.1304,6.58937
CaptainTim208,738,770548,2796,387,9405,5,1724830,2,1726,2848,22,27,1.17794e+06,2,770548,0,738,0,0,0,0
CaptainTripsX,1038,1311652,1811,6,16848,3,2873390,8,3561,3228,6,3,727850,2,1311652,0,1038,0,0,0,0
Carlinox,1073,1164216,1151,514,6731,6,1075380,2,3058,3017,0,2,5.00868e+06,2,1133584,30632,1045,28,59.1815,14.0122,9.7981
Cat7over,1004,902169,2056,356,6714,4,2110680,4,1748,2789,53,12,3.64405e+06,1,902169,0,1004,0,0,0,0
CatF5,1507,1344146,1885,79,2732,3,2254260,4,2726,2639,12,5,2.62746e+06,2,1328563,15583,1493,14,38.8973,14.3745,6.87189
Change_NL,1107,931112,2570,50,11976,7,2018110,3,3240,3285,26,3,3.45148e+06,2,914806,16306,1079,28,53.2762,14.4172,22.9591
Cheeky_Maccer,759,864057,2855,51,8348,6,2406890,6,4594,3344,0,1,6.71652e+06,1,859269,4788,752,7,23.807,9.2304,22.2574
Chubonga93,823,850130,1864,59,10808,3,1133620,2,2250,3737,0,0,4.75982e+06,1,850130,0,823,0,0,0,0
ClarkPalmer,1080,1098076,2508,288,11950,9,2683180,6,3468,2402,11,6,5.16852e+06,2,1095276,2800,1077,3,17.0574,6.45728,5.62341
CoconutSlayerBF,887,1082738,1399,329,7014,3,1455230,2,1169,2878,62,29,797770,2,1082738,0,887,0,0,0,0
Combatcake,1261,1328457,1228,78,7731,7,2015610,4,3192,4733,2,1,5.62672e+06,2,1303736,24721,1229,32,61.0329,18.1546,6.27658
CoolNooooob,2236,1222291,1719,39,5243,4,2037110,5,4440,3904,34,11,3.27576e+06,3,1222291,0,2236,0,0,0,0
CorpMaxKlinger,2094,1160738,487,52,4509,18,1845270,2,1233,1315,0,2,2.10436e+06,0,1160738,0,2094,0,0,0,0
Cr4zYL0c0,894,1095280,1298,22,7094,6,1597030,3,2122,2517,14,11,1.8115e+06,2,1095280,0,894,0,0,0,0
CrazyDealer,1170,1092210,1782,51,17886,5,1839090,3,2140,3090,21,8,2.83618e+06,2,1074748,17462,1150,20,45.8593,13.7688,42.4296
Crossxroads,1041,1232019,929,418,5820,5,1724100,3,1952,3009,2,5,3.76809e+06,1,1218823,13196,1029,12,35.5563,14.1338,8.39071
Curtaincy,1602,1450453,609,64,4670,4,1925660,4,2214,1993,16,9,4.092e+06,2,1432056,18397,1578,24,50.3124,5.61808,5.33813
Cute_girl_squad,717,862562,788,53,5223,5,1755460,3,1850,2823,0,0,2.71349e+06,1,852647,9915,711,6,27.4173,17.2441,17.3053
Cwaazy,879,836727,1102,91,4984,3,1760210,3,2493,4366,2,0,5.48672e+06,1,805968,30759,848,31,62.2244,26.503,19.2231
CyrustheVirus41,912,1063284,1849,78,10038,10,2313530,5,3247,3835,0,0,4.71153e+06,1,1056855,6429,902,10,28.5401,7.93078,19.8078
D0CNIK,1194,1360521,1315,170,7095,4,1715900,4,4229,4928,6,0,6.03306e+06,1,1360521,0,1194,0,0,0,0
DC-KEV2K,1063,1256292,956,0,4237,3,1772800,4,3166,2379,47,14,4.02666e+06,2,1247826,8466,1055,8,28.3197,7,11.2554
DE-Sokrates,1054,1410285,2894,346,15003,16,2092360,4,2012,4594,0,0,4.22904e+06,2,1404261,6024,1042,12,30.1427,16.0017,22.9647
DOO_BOP_DOO,994,999949,1442,160,7261,9,1002900,2,2770,4994,0,0,4.78312e+06,3,999949,0,994,0,0,0,0
DaHui2,1479,1463467,1434,279,11056,7,3027880,7,2465,4581,0,0,4.59867e+06,1,1445392,18075,1458,21,47.1582,14.117,49.5429
DaWhup,840,1049191,2515,123,14638,4,2066580,4,2587,3141,24,5,3.62036e+06,2,1049191,0,840,0,0,0,0
DamBaLLaA1,840,959395,1247,24,5037,1,1569200,3,2531,3006,0,0,4.49527e+06,2,959395,0,840,0,0,0,0
Damnamite,1193,1396410,2124,108,7227,5,1405770,3,2544,3973,2,1,3.50755e+06,2,1396410,0,1193,0,0,0,0
Danky92,999,1141761,3307,100,22147,12,2452220,5,5254,3679,33,9,7.46436e+06,2,1141761,0,999,0,0,0,0
DapiguMiaomiao,888,1000746,1774,95,10284,5,1190120,2,3224,3330,0,0,4.82771e+06,3,1000746,0,888,0,0,0,0
DarkMan_Rus,964,1025892,57,10,418,1,1986570,5,4349,3346,3,2,6.92394e+06,2,1025892,0,964,0,0,0,0
DarkMoonDevil,925,1031022,1099,112,2341,1,1252430,2,2124,2843,4,12,5.12425e+06,0,1029188,1834,924,1,13.2099,72.8406,8.91971
DavidArav,2201,2218252,1450,201,25169,22,3282730,8,5796,3825,8,2,8.33384e+06,2,2197976,20276,2164,37,64.1785,9.13805,22.3657
DeDosKa,1111,1213401,1220,29,7288,1,2104840,6,3736,3991,4,0,5.31111e+06,1,1196065,17336,1097,14,39.797,7,15.2782
Deacon80,1189,1108434,1364,79,10175,12,2260680,4,2473,2107,80,35,3.35394e+06,2,1104303,4131,1186,3,19.001,11.3743,30.0649
DeadM0u3e,1046,1157627,2122,158,10266,11,2129450,5,2737,2769,1,0,4.45327e+06,2,1155368,2259,1045,1,14.0874,36,7.63045
DeadlyDerka,1233,1309934,233,125,1131,10,1700810,4,3292,2525,0,0,6.43059e+06,3,1307434,2500,1231,2,15.5367,8.50578,4.64369
DerekNielsen,1283,1402353,3075,312,6594,6,2150670,6,3605,3461,24,14,4.93789e+06,3,1398783,3570,1276,7,22.2419,10.1573,8.4569
Diabetus_Elitus,1269,832601,1960,29,4593,2,1545260,3,2956,3755,10,3,3.09109e+06,2,826306,6295,1259,10,28.4105,15.7722,11.2574
Die_Hard_1111111,1123,980945,378,22,4646,2,2234130,4,2231,2355,15,7,813525,2,980945,0,1123,0,0,0,0
DienstPlichtig,1445,1323995,1731,9,9400,5,2373910,5,3462,2378,7,6,5.0433e+06,2,1286604,37391,1382,63,96.322,10.0275,18.2664
DinWh1te,850,654567,1130,98,6435,8,1959630,3,2853,1885,143,59,2.98738e+06,2,629085,25482,823,27,56.3275,16.9515,36.5468
Ding_Ch4vez,876,1033098,1212,144,5042,5,1830910,4,1972,2809,36,7,2.91038e+06,2,1033098,0,876,0,0,0,0
DoYouTurnThisOn,1024,809478,1600,949,10237,8,2387290,4,974,1957,195,83,1.35497e+06,2,804280,5198,1019,5,22.2732,13.8919,29.1922
DolchHieb,1474,1404546,1653,196,8922,4,2212640,5,3738,2980,8,6,6.71888e+06,2,1398798,5748,1465,9,26.8615,15.1088,21.1366
Domowoi2,906,597442,2487,136,17790,8,2908440,5,787,753,606,273,1.92047e+06,2,589263,8179,893,13,33.0877,8.75186,36.4008
Dont_Panic23,1101,890026,1561,253,5387,2,1973520,3,2215,1877,23,11,4.112e+06,2,884893,5133,1093,8,25.201,3.47981,5.35449
DoornboschG,866,599106,768,43,4666,7,2117370,5,3171,2806,23,14,2.25546e+06,2,599106,0,865,1,1,18.2182,46.244
Doziann,721,814690,5016,34,33156,3,2074610,4,1423,3482,5,1,1.78412e+06,2,814690,0,721,0,0,0,0
DrBonBon,1069,1166934,1644,172,10025,31,2317420,4,3443,4045,4,0,4.33262e+06,2,1122810,44124,1024,45,80.2109,23.1627,33.6212
DrPixooo,3101,1678594,2751,2,6258,2,3582280,9,4011,3416,5,4,3.24014e+06,1,1678594,0,3101,0,0,0,0
Drengii,810,916573,474,206,8498,6,1501650,2,1671,2700,39,12,2.82983e+06,2,916573,0,810,0,0,0,0
Dsiefus,1051,1110547,4358,435,19281,8,2577900,5,3241,5864,12,7,5.01846e+06,2,1100763,9784,1039,12,33.3227,13.6715,6.95288
DubSoldi3r,769,868710,1229,215,3763,1,2429350,5,2447,2600,18,3,490880,2,868710,0,769,0,0,0,0
Dustw4lk3r,1023,1085679,485,36,2450,3,2282290,6,4696,3315,4,1,7.52909e+06,2,1085679,0,1023,0,0,0,0
EE-VinDiesel,1582,1518751,2632,556,10839,6,2256710,5,3768,3646,33,10,4.89469e+06,3,1518751,0,1582,0,0,0,0
EGY-elomda,2060,1702601,1793,179,18852,8,2625690,6,4196,2837,40,18,4.68992e+06,2,1700301,2300,2058,2,15.166,6.28632,67.6584
EddieBumble,788,852857,976,23,6487,5,1479070,3,2177,3734,16,3,3.04796e+06,2,852857,0,788,0,0,0,0
Edmubd,1061,1134392,2001,84,7716,3,1989100,5,4078,1771,2,0,8.0074e+06,3,1105280,29112,1030,31,61.6574,21.3974,53.0022
EindBaas013,1099,1358775,228,32,3384,11,2063410,4,4130,6111,3,2,6.4578e+06,2,1358775,0,1099,0,0,0,0
Einnoir,795,774834,2507,446,14533,5,1997200,3,1876,1383,41,4,1.56802e+06,1,774834,0,795,0,0,0,0
Einstein0007,1386,940272,400,96,4018,9,3228010,5,589,313,433,91,1.05316e+06,2,937520,2752,1377,9,22.9766,3.60938,8.47996
EliteCookiex,733,584040,984,174,6796,3,1382760,2,1836,2811,32,19,1.56646e+06,2,584040,0,733,0,0,0,0
Eminent_Legend,1417,1410577,841,365,7349,3,1738400,4,2219,1501,6,3,3.46853e+06,3,1410577,0,1417,0,0,0,0
Ephminus,1988,1397944,1544,253,2207,3,3013420,8,6328,4173,73,23,5.42702e+06,1,1397944,0,1988,0,0,0,0
Erikkoe,972,944990,2716,209,10275,6,2310870,5,2993,2725,16,8,4.74504e+06,2,939182,5808,962,10,27.9234,16.7722,32.4278
Esely716,782,721113,1460,79,17805,10,2479960,5,942,2055,632,129,861800,1,721113,0,782,0,0,0,0
Exray2,2062,2577326,7599,19,41810,966,2312490,2,1782,5082,0,0,4.45553e+06,0,2547832,29494,2027,35,65.7908,10.2604,14.8116
FC-Python1973,1152,1163201,1273,167,4582,3,2287840,5,5286,5462,0,0,8.13773e+06,1,1163201,0,1152,0,0,0,0
FSCB1,1137,1123776,1835,270,10885,6,2186510,5,2962,2696,194,69,4.36382e+06,3,1123776,0,1137,0,0,0,0
Falk0nIX,1438,1706395,1155,261,11153,10,2620880,7,2025,3766,72,32,1.49033e+06,2,1706395,0,1438,0,0,0,0
Fallenidentity87,1235,1379333,1908,58,12473,15,2521750,5,4554,3931,26,22,5.68635e+06,2,1379333,0,1235,0,0,0,0
Fallout-NW,1244,1236417,1137,48,7821,4,1875300,4,2495,3174,3,0,4.16826e+06,2,1236417,0,1244,0,0,0,0
Fembotz,929,1045924,368,18,6408,3,1458420,3,2959,3007,1,0,3.20045e+06,1,1042586,3338,926,3,17.9046,13.4364,5.57066
FiZze_bw,742,771108,3555,14,7127,141,2934910,6,3706,3409,0,0,3.5432e+06,2,771108,0,742,0,0,0,0
FidellGastro,1161,1196963,2279,69,14597,8,1964240,4,3304,2859,1,0,5.09405e+06,2,1182664,14299,1148,13,37.1945,13.1073,7.8987
FilthyFrancisPhD,1295,1739236,1839,15,11851,10,1989310,6,3783,6794,0,0,4.56791e+06,2,1739236,0,1295,0,0,0,0
Finrandir,835,831192,2033,7,11444,2,2330660,5,4503,3242,31,8,7.92505e+06,2,831192,0,835,0,0,0,0
Fl4VeD,1102,1132268,2195,83,14528,7,1933260,3,1657,2597,0,0,3.22017e+06,2,1124186,8082,1094,8,28.008,7.89737,7.6074
Flemming5,2410,2450461,312,83,2160,5,1826520,4,1746,4459,0,0,4.32741e+06,2,2441951,8510,2402,8,28.3548,3.26478,4.20616
Flemoksin,1273,811911,1252,133,7032,7,2450420,5,5015,2724,22,5,2.03016e+06,2,798255,13656,1252,21,44.8266,14.2482,21.1473
Floater_in_Space,742,837181,1950,213,8826,27,1685930,2,1449,3561,16,14,1.97135e+06,2,837181,0,742,0,0,0,0
Flutsch_88,1029,1168787,2351,369,10642,14,2534860,5,4522,4405,1,0,7.36032e+06,2,1153278,15509,1013,16,40.8579,18.3361,7.00582
FredMakesYouWet,1320,911904,3261,0,12156,385,2554510,5,2830,3078,14,5,955515,2,911904,0,1320,0,0,0,0
Fredrikwi,1009,905440,1842,27,11720,10,1846570,3,2601,4051,4,1,4.19494e+06,2,900369,5071,994,15,32.1315,14.0705,14.1814
G-Drei,874,1092743,5628,2271,31812,14,2396230,4,3597,2928,0,0,5.22614e+06,2,1092743,0,874,0,0,0,0
GBHans,892,848726,1729,45,10171,9,1864330,3,2508,3166,10,4,3.73135e+06,1,847050,1676,890,2,13.849,11.3442,87.3815
GaiusVinicius,1298,1440492,732,76,4145,4,1835080,4,2091,4169,2,5,4.34092e+06,2,1428993,11499,1286,12,34.5009,7.37061,4.82725
Galoona,1083,1203948,884,96,6494,3,2068380,4,4079,2509,3,3,6.2295e+06,2,1193250,10698,1074,9,30.9663,8.02539,5.49238
Gen_iMuffin,1196,1439210,1557,80,6967,1,2315040,6,3433,3105,5,1,4.95666e+06,2,1439210,0,1196,0,0,0,0
GenerolRummel,720,858923,1137,116,4543,9,1749620,3,1706,3252,0,0,2.79989e+06,2,852820,6103,714,6,24.2216,14.9274,31.7492
GhillieNinja_san,1304,1231174,1785,201,18163,6,1928660,4,2606,3085,6,5,3.87477e+06,3,1226022,5152,1299,5,22.2222,7.51039,30.6624
Ghost_Luo,2130,1600005,1166,80,6503,7,1278380,2,1730,2542,2,2,2.79029e+06,3,1589934,10071,2118,12,33.529,6.33084,26.082
Gianmarco1427,644,627516,2106,56,7640,4,1755210,3,1843,2874,57,14,2.92557e+06,2,626975,541,642,2,10.1312,10.3773,28.2997
Gienekhkr,2105,2121628,1435,88,10260,17,1935790,4,5155,3469,80,23,6.7348e+06,2,2120798,830,2105,0,9.37676,0,0
GleamHYQ,783,671524,1537,411,9628,4,1383860,2,977,2054,67,18,2.96256e+06,3,671524,0,783,0,0,0,0
Goldi-284,1175,1367981,896,28,2365,3,1920680,4,3829,1975,4,3,1.20911e+06,2,1367981,0,1175,0,0,0,0
GottDesFeuers,1367,947756,1631,52,7288,6,2248340,3,1759,1550,51,30,1.90777e+06,2,947358,398,1366,1,8.3411,0.010624,3.55656
Grannys_Peach_T,1288,1265818,1081,110,6930,5,1768890,3,2314,4077,7,1,4.01509e+06,1,1265818,0,1288,0,0,0,0
GudyXD,930,613415,66,98,362,34,1728550,2,2802,1642,1,3,4.1802e+06,2,604064,9351,918,12,33.0037,16.8258,7.4412
Guissippi1991,721,726577,1243,122,6714,3,1636540,3,2498,3194,184,39,3.49777e+06,1,721940,4637,718,3,19.6286,32.6648,57.8648
Gumloke,656,740540,294,102,6627,2,1587610,3,2200,2628,8,5,2.65685e+06,2,732031,8509,643,13,33.354,22.7772,35.7403
Gunnerman015,962,1251135,1401,97,8607,18,2374450,6,3257,4316,0,0,4.54373e+06,1,1251135,0,962,0,0,0,0
H0M3RUN,1702,1288767,1885,191,18646,6,2963480,6,3685,2066,19,12,2.59556e+06,2,1279702,9065,1680,22,42.7876,2.50436,9.0593
HB_TacoMan,705,838338,1456,81,4090,4,2022740,5,2079,3133,6,2,2.79817e+06,1,838338,0,705,0,0,0,0
HEAT_pat_stalker,1119,1139755,2661,163,7954,8,2638340,5,4600,4866,13,6,6.59688e+06,2,1139755,0,1119,0,0,0,0
HK_CHRI842,732,583522,1537,20,7957,22,1843530,2,2346,2451,21,10,3.18778e+06,2,583522,0,732,0,0,0,0
HSMFromHell,916,938052,510,102,2618,4,1596740,3,4496,2349,15,0,7.55386e+06,2,938052,0,916,0,0,0,0
HUN_Ryan623,1602,1235882,1257,217,8910,10,1790420,5,4227,3159,115,41,3.41571e+06,2,1235882,0,1602,0,0,0,0
HadrianDB,1205,1446565,403,631,1804,7,1476410,3,2323,3600,0,0,4.34883e+06,2,1439279,7286,1191,14,33.329,6.55815,12.1386
HairyTrenchfoot1,1063,1074273,3418,295,18842,7,2341400,4,3558,2530,7,5,5.45411e+06,2,1063859,10414,1049,14,35.7704,15.7051,30.0297
Hammanu,901,1061775,1991,114,15872,5,2028880,4,3291,3912,30,10,2.73846e+06,2,1061775,0,901,0,0,0,0
HappyYeager,755,936692,2859,44,8956,467,2405630,5,3851,3648,7,3,7.36174e+06,2,923351,13341,742,13,36.6422,15.7175,10.4041
Hawkins168,796,781520,1496,201,8422,9,1487320,3,2104,3296,0,0,4.54834e+06,3,770409,11111,785,11,33.2452,21.8911,43.4008
Haxx_WRZ,663,887965,3088,160,24335,7,2974870,5,1743,2732,0,2,3.32517e+06,2,887965,0,663,0,0,0,0
Healthplan,769,907172,3332,197,14801,7,1980320,4,3422,3333,0,0,5.96827e+06,1,907172,0,769,0,0,0,0
Hendrik1693,464,441067,1389,160,5450,3,1755660,2,2118,2126,5,0,4.5784e+06,2,434715,6352,458,6,24.4658,17.7449,37.2346
Hennix,2091,1211336,1055,1,2395,17,3796640,9,7655,2885,63,7,2.37005e+06,2,1192919,18417,2060,31,57.3219,13.9848,7.74109
