Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, RTimePl, DTimePL,RRounds, DRounds, ActInd, PTFOInd, TWInd
HGS18_Flash,1336,1651853,1572,252,12188,6,2427300,6,3515,3370,11,1,5.59464e+06,2,1651853,0,1336,0,0,0,0
HImeNaa,1351,1606827,3301,1115,21954,10,2508100,6,1771,2158,15,9,1.61598e+06,3,1606827,0,1351,0,0,0,0
HUDISH1923,482,440373,267,80,1840,1,1324860,2,1545,2069,9,0,2.86235e+06,2,440373,0,482,0,0,0,0
Halenio,945,934277,1553,769,8856,14,2568550,5,3037,1331,2,0,6.10766e+06,1,934277,0,945,0,0,0,0
HardMacK,999,945591,1815,279,6109,10,2016670,3,2057,3219,22,6,2.923e+06,1,945591,0,999,0,0,0,0
HearMeR0aR,1034,1508842,11425,19,27178,829,2410550,5,6082,5792,0,0,8.18822e+06,2,1508842,0,1034,0,0,0,0
HeiligeHeinrich,885,1103198,2826,173,10856,5,1749840,3,2423,3094,29,21,4.22675e+06,2,1103198,0,885,0,0,0,0
Hoowuth,850,851558,3157,251,13276,3,2282600,5,2916,2616,12,3,3.22654e+06,2,851558,0,850,0,0,0,0
HsTJeges,709,859145,717,72,2770,3,1973910,5,2932,3144,115,30,318670,2,859145,0,709,0,0,0,0
HugeAssman,1202,1486715,3005,130,9665,7,2173170,5,3688,3497,21,9,6.15197e+06,2,1486345,370,1202,0,7.16492,0,0
HumpelHelge,704,820382,2426,95,5392,5,2397750,5,3438,2175,10,2,5.44391e+06,2,820382,0,704,0,0,0,0
I-MazoR-I,967,957657,707,424,2942,7,1741100,5,3020,4160,0,0,4.24839e+06,1,957657,0,967,0,0,0,0
IIpOII,971,1112486,1737,132,10995,5,1908400,5,2848,3366,2,1,3.61474e+06,2,1112486,0,971,0,0,0,0
IIxShahinxII,1005,763145,240,17,1408,146,1579760,2,1311,1755,240,49,1.91741e+06,2,761049,2096,1002,3,15.7651,0.00549539,6.01614
IMrMaestroX,435,557866,873,20,1493,1,994843,2,1553,3025,1,0,57855,2,557866,0,435,0,0,0,0
IPhysiXI,525,659679,2004,68,7373,6,1985780,4,2248,3234,2,1,1.94942e+06,2,659679,0,525,0,0,0,0
IRazer1990,1061,1154692,1871,151,4019,4,1576060,3,1973,2699,16,12,1.2028e+06,2,1154692,0,1061,0,0,0,0
I_VIRUSVETER_I,2000,2281968,276,25,1534,7,2689120,10,6053,6409,0,0,7.24822e+06,2,2281968,0,2000,0,0,0,0
Icarus8800,1299,1313705,1568,64,8180,3,1785260,4,1707,2628,7,1,3.56427e+06,3,1313705,0,1299,0,0,0,0
Igenx,1219,1367112,737,298,2728,3,1513040,4,3558,2735,7,2,5.66693e+06,2,1367112,0,1219,0,0,0,0
IllNoiselessllI,609,844727,1359,130,4215,2,1313230,3,2412,3340,6,3,2.36247e+06,2,844727,0,609,0,0,0,0
IneedSmokeWeed,1114,1441983,1771,5,10120,6,2057100,4,1867,4178,2,1,2.24688e+06,2,1441983,0,1114,0,0,0,0
Intrusionist7,773,491995,2407,65,7070,2,1768820,3,3103,2296,31,9,2.49444e+06,2,491995,0,773,0,0,0,0
JMDcpn,2107,1981773,3185,94,16374,8,2300470,5,2844,2441,2,3,6.07475e+06,3,1981773,0,2107,0,0,0,0
Jager-ll,852,878339,2640,212,20802,7,2420210,4,2162,3572,12,4,4.35636e+06,3,878339,0,852,0,0,0,0
JakkoTheShadows,1322,1300372,6700,302,10906,1,1970680,3,1853,2742,14,1,3.55374e+06,1,1300372,0,1322,0,0,0,0
JcpPlay6962,1751,1446075,213,26,1308,10,2230500,5,3458,1737,6,1,4.29072e+06,2,1446075,0,1751,0,0,0,0
JontzuH,666,899392,203,35,3464,809,1919620,5,2535,3264,31,5,532720,2,899392,0,666,0,0,0,0
Joseph450,581,624744,370,0,612,91,1354720,3,1889,2869,17,3,437815,1,624744,0,581,0,0,0,0
JpK_Elsass_Frei,858,839224,3656,290,23183,9,2391860,4,1468,2272,88,28,925320,2,839224,0,858,0,0,0,0
Juliet_Alpha1219,1739,1805232,1777,198,12629,13,2613520,7,4018,2762,0,0,6.56043e+06,3,1805232,0,1739,0,0,0,0
JustinX_ONZ,1800,1616565,1567,203,16749,10,1924990,4,3043,3307,6,2,4.99222e+06,3,1616565,0,1800,0,0,0,0
K17703R,1286,547812,3525,56,14331,3,898125,282,203,296,7,0,301920,1,547812,0,1286,0,0,0,0
KL59_Dragon,1094,1226195,1381,78,14669,25,2072500,5,3410,3835,0,0,4.76252e+06,3,1226195,0,1094,0,0,0,0
KOR_IlIllI,835,721602,776,54,4333,757,747747,1,566,885,0,0,1.76116e+06,3,721602,0,835,0,0,0,0
KUMA_SIX,1715,1771602,1232,351,5382,13,1869690,5,1744,2675,10,0,3.03461e+06,3,1771602,0,1715,0,0,0,0
Kardinal_Judas,1620,1263079,418,83,9486,13,2523820,5,3915,3840,5,7,3.7712e+06,2,1263079,0,1620,0,0,0,0
KermitRegeltDas,738,880296,5628,31,25533,872,2180680,3,1666,2498,11,2,664625,2,880296,0,738,0,0,0,0
Kesselmeister666,810,673751,1946,64,11587,6,1783720,4,3100,2085,28,13,4.17997e+06,2,673751,0,810,0,0,0,0
Killerkuh93,1033,1049633,2449,121,7125,3,1766430,3,1709,2770,57,59,1.40996e+06,2,1049633,0,1033,0,0,0,0
KimJongAffe,748,660657,3338,81,21903,5,2191780,4,2512,2753,61,26,2.01476e+06,2,660657,0,748,0,0,0,0
Kim_Gong_Oooo,1681,1688611,5360,1492,30392,7,2889080,5,3956,2928,0,3,5.91167e+06,1,1688611,0,1681,0,0,0,0
KittenPanda26,1012,1289950,1146,236,5366,2,4048050,10,6420,7621,13,0,720530,1,1289950,0,1012,0,0,0,0
KoNsuL97,758,854359,1901,45,8324,2,1632340,4,3951,3918,82,27,5.92026e+06,2,854359,0,758,0,0,0,0
KoerneX,874,1045659,1896,173,10874,3,1990460,4,2096,2760,0,1,3.63599e+06,2,1045659,0,874,0,0,0,0
Kree9,848,842365,807,149,3730,1,1446860,3,2207,2636,27,9,3.57031e+06,2,842365,0,848,0,0,0,0
KretsMVT,1154,1047392,1109,134,5307,2,2350060,5,3936,2425,20,2,5.23824e+06,2,1047392,0,1154,0,0,0,0
KronosOrphi,1197,1113422,2622,320,10656,4,2268950,4,1107,2312,386,160,1.01837e+06,1,1113422,0,1197,0,0,0,0
Kroxa-Kartoxa,671,772517,318,62,1255,586,1289860,2,1400,3728,8,3,1.03162e+06,2,772517,0,671,0,0,0,0
KrugerHU,1608,1221704,275,127,4549,6,1517600,3,2242,2907,72,34,1.54304e+06,2,1221704,0,1608,0,0,0,0
Kryp7on,938,868289,1020,81,5243,5,1236820,1,994,1561,0,0,678678,2,868289,0,938,0,0,0,0
LANlAKEA,1034,899019,3545,100,8531,4,2142250,4,2177,2693,3,1,3.86397e+06,2,899019,0,1034,0,0,0,0
Lacanzinho,774,676476,2254,76,9715,11,1881250,3,1190,1586,11,0,1.43887e+06,1,676476,0,774,0,0,0,0
LeeSecretary,1364,1501506,1860,87,4128,3,1849910,4,1582,3620,0,0,2.96187e+06,3,1501506,0,1364,0,0,0,0
Leerox66,1134,1046178,1043,95,4360,2,1464670,3,2437,3671,2,0,2.22524e+06,2,1046178,0,1134,0,0,0,0
Losa06,1402,1122860,846,79,9158,56,2835630,6,4102,4379,19,2,2.47392e+06,3,1122860,0,1402,0,0,0,0
Ltzefir,968,1030692,1130,95,6396,8,1749980,4,2971,3077,8,4,2.49097e+06,2,1030692,0,968,0,0,0,0
LuckyLuukee1,1154,1071718,1322,100,12033,6,2337470,5,1598,1956,333,93,1.51625e+06,2,1071718,0,1154,0,0,0,0
Luis_DarkX,887,892588,457,0,3185,1,1759080,3,1975,3941,17,1,3.7069e+06,1,892588,0,887,0,0,0,0
Lyf1n,1138,1064893,5111,357,17918,12,2111450,4,2230,3397,147,74,3.81553e+06,2,1064893,0,1138,0,0,0,0
MOHCOBRA,1275,1541735,745,307,7883,17,2711200,6,4345,2604,12,9,6.3506e+06,2,1540783,952,1273,2,11.8149,0.0448792,5.52972
MSAEooooaaa,792,954811,1353,188,3135,2,1674360,4,2922,2517,10,3,4.57669e+06,1,954811,0,792,0,0,0,0
MaJeeD_a7,1458,1058676,1013,36,4438,1,1990610,4,2067,2339,209,47,2.37015e+06,2,1058676,0,1458,0,0,0,0
MadGott,819,736819,3352,153,20342,6,1717690,3,2842,1824,37,4,3.7345e+06,2,736819,0,819,0,0,0,0
MadV1per79,1210,882877,1000,122,3267,8,1738680,3,1806,1872,22,12,3.19439e+06,2,882877,0,1210,0,0,0,0
Mad_Karel,1485,1022231,472,50,5451,2,1274530,2,1319,1546,19,3,1.40419e+06,2,1022231,0,1485,0,0,0,0
Majorachre,848,931997,6240,48,28256,8,1910600,4,4405,2366,0,0,6.23264e+06,1,931997,0,848,0,0,0,0
Malternativ,751,805756,3153,262,13536,6,1961660,3,2566,2941,51,22,1.43818e+06,2,805756,0,751,0,0,0,0
Markuss212,903,967258,4745,18,21031,9,3078780,5,2617,2691,19,6,4.02274e+06,2,967258,0,903,0,0,0,0
Marselos5,914,632413,555,54,1870,2,1038940,1,1233,1230,0,0,1.81288e+06,2,632413,0,914,0,0,0,0
Marshall_Pirs,1143,1125622,3263,834,18279,5,2783480,5,4098,3729,15,0,7.11998e+06,2,1125622,0,1143,0,0,0,0
Masamune_1630,984,879955,936,167,8204,25,2488320,6,4323,2004,0,0,6.77872e+06,3,870542,9413,974,10,31.05,15.5587,42.4199
Mastico8,1215,1240696,390,29,10157,1,1939340,4,4123,1707,32,15,5.12864e+06,2,1240696,0,1215,0,0,0,0
Mat-Mechanicus,1299,922237,1982,129,9874,5,1692210,3,1898,2662,64,31,1.33125e+06,2,922237,0,1299,0,0,0,0
MaticDelak,1009,1145334,2178,70,14055,3,1690880,3,4489,2675,16,4,5.98085e+06,2,1145334,0,1009,0,0,0,0
Matsuptsu,508,535204,1618,76,6078,5,1346790,2,1694,2559,36,4,2.95167e+06,2,535204,0,508,0,0,0,0
Max6091,722,853093,2448,171,12075,9,1973410,4,2134,4439,17,9,2.44535e+06,1,853093,0,722,0,0,0,0
MaxP_222,901,774617,3941,45,13497,3,1963820,4,3272,2705,41,11,2.65545e+06,2,774617,0,901,0,0,0,0
May_OneByOne,1120,947312,460,65,4468,9,1136440,1,782,1894,0,0,2.55352e+06,3,944939,2373,1117,3,16.3038,6.60416,10.6247
Mazzi555,1305,1296631,1868,235,10334,13,2396180,5,4496,2835,1,0,5.43445e+06,2,1296631,0,1305,0,0,0,0
McNashy,936,938434,1880,343,9740,8,1813080,3,2473,3277,2,6,3.90549e+06,2,938434,0,936,0,0,0,0
MeGustaaa,953,1024655,1356,4,10044,2,1786340,3,2636,4857,0,0,4.62862e+06,0,1024655,0,953,0,0,0,0
MeatCream,1017,772219,4399,302,28970,5,3281070,5,180,418,434,254,821580,2,772219,0,1017,0,0,0,0
Meista_Eda02,712,869734,1910,96,9069,4,2141450,4,2783,2682,6,5,5.00866e+06,2,869734,0,712,0,0,0,0
Meleven84,880,931210,2327,85,7773,4,1467870,3,2560,3261,1,7,4.20377e+06,2,931210,0,880,0,0,0,0
Member13,865,942096,2324,406,10401,11,2339440,5,2219,3021,22,8,2.67624e+06,2,942096,0,865,0,0,0,0
Mitque,1112,927652,2008,53,4660,2,1846170,3,1956,3338,85,28,1.5342e+06,2,927652,0,1112,0,0,0,0
MoJoPokeyBlue,2367,1336188,1,1,0,11,3051420,7,8441,5400,8,0,2.65697e+06,1,1336188,0,2367,0,0,0,0
MrBIock,683,712908,2554,57,4942,2,1803100,3,3146,1967,12,3,3.51904e+06,2,712908,0,683,0,0,0,0
MrBoomBaam,720,630922,1242,194,8650,4,1304540,2,1649,2948,35,18,744505,2,630922,0,720,0,0,0,0
MrGanja4u2,1758,1860949,2124,9,11380,5,2315120,6,4415,3452,0,0,6.47411e+06,2,1860949,0,1758,0,0,0,0
Mr_Humiliation,1483,1080827,327,0,758,494,1221400,1,729,1203,108,46,620630,2,1080827,0,1483,0,0,0,0
MsDanio2000,1484,1689489,27,19,191,5,1315370,3,1791,4277,0,0,3.9914e+06,2,1689489,0,1484,0,0,0,0
Mustafa_Alnoori,1370,1639725,1399,381,9268,3,1894820,4,2216,3952,6,4,3.67552e+06,2,1639725,0,1370,0,0,0,0
MyLittlePony665,1249,1111133,2389,186,12710,20,2844190,6,4666,2359,60,23,3.26428e+06,2,1111133,0,1249,0,0,0,0
Mythicalix,995,880693,1753,52,7674,7,1974930,4,2742,2575,3,3,4.16578e+06,2,879377,1316,995,0,10.9323,0,0
NEVSLAVE,901,1019065,3410,1450,13605,6,1943070,3,1604,3272,1,0,3.82906e+06,1,1019065,0,901,0,0,0,0
Nen1x,571,743753,883,76,3181,6,1496910,3,3292,3313,1,2,4.66869e+06,2,743753,0,571,0,0,0,0
Neviathon,1662,1613135,6149,247,27460,8,3532420,7,3764,2583,35,7,3.48197e+06,2,1613135,0,1662,0,0,0,0
Newfie_Bys,1265,1292209,2478,52,9694,8,2386900,5,2912,2729,38,13,4.37549e+06,2,1292209,0,1265,0,0,0,0
NinjaKrieger,857,1278946,147,46,2749,3,1406980,3,1866,3203,0,0,4.37594e+06,0,1278946,0,857,0,0,0,0
Ninthseason,1267,1454381,1320,547,7504,3,2065660,7,5514,3740,2,0,6.48307e+06,3,1454381,0,1267,0,0,0,0
Njaziqu,810,626868,1184,47,11314,3,2578780,5,731,1308,831,119,1.04041e+06,2,626868,0,810,0,0,0,0
Njkjta,1141,997073,1916,8,10087,5,2458930,5,3189,2688,13,3,5.10622e+06,0,997073,0,1141,0,0,0,0
No2CubsFan,661,777270,3965,132,13097,3,1845020,3,3021,4225,20,5,2.41512e+06,1,777270,0,661,0,0,0,0
Noob_Pwnisher,948,931473,1808,84,6503,2,1332180,2,1232,1975,13,4,2.97988e+06,1,931473,0,948,0,0,0,0
Oferikola,827,883271,1705,137,8152,12,2074020,4,2631,2806,0,0,3.74723e+06,2,883271,0,827,0,0,0,0
Onesheart,1179,1394573,1107,145,8249,4,1945740,7,4386,4470,18,6,5.16779e+06,3,1392871,1702,1177,2,13.9099,4.2104,15.8317
Osyo_Masll,1303,1290265,1119,594,8489,9,2321600,6,2796,2902,15,1,4.99645e+06,3,1287769,2496,1298,5,18.5295,3.35292,13.777
Ownin_Wilson,1059,1403222,74,5,437,8,2217510,6,3558,5875,66,13,4.72212e+06,1,1403222,0,1059,0,0,0,0
PCWonjin,1057,1113812,3073,2159,14212,12,1102870,2,1683,2694,3,8,3.84263e+06,3,1113812,0,1057,0,0,0,0
PH4aco,1491,1292006,3660,681,14039,10,2406980,4,2911,4151,277,82,3.73059e+06,2,1292006,0,1491,0,0,0,0
PISCOLAZO,1712,1606197,4871,388,26569,2,2734880,6,4764,2783,75,37,5.33167e+06,3,1606197,0,1712,0,0,0,0
POTUSDonaldTrump,825,926955,1633,146,7194,5,1721540,4,2660,2888,7,3,3.36377e+06,1,926955,0,825,0,0,0,0
Pain7373,1121,1233591,1980,71,5711,5,2947720,7,6440,4259,7,2,1.096e+07,2,1233591,0,1121,0,0,0,0
Pandomonix,817,889845,1669,31,6055,4,1552920,3,1341,2378,9,5,1.61566e+06,2,889845,0,817,0,0,0,0
PaulVersLe02,542,735871,4644,111,28845,9,2068400,4,1470,2833,2,1,172780,2,735871,0,542,0,0,0,0
Peliagudo,1247,1183180,1532,46,10892,2,1767940,4,3561,2672,13,5,4.79285e+06,2,1183180,0,1247,0,0,0,0
PennyDaClown,945,921008,1893,213,7694,14,2247850,4,1914,3822,3,0,2.92108e+06,2,919017,1991,939,6,18.5485,15,11.726
Perlador,1020,1295460,1444,609,5836,3,1635280,3,1770,2504,14,3,1.04057e+06,2,1295460,0,1020,0,0,0,0
PetarDK,932,1040119,2174,134,8140,2,1956760,4,3005,3333,0,0,3.36771e+06,2,1040119,0,932,0,0,0,0
Phrozen99,1070,994530,1351,711,5490,1,2502730,6,2589,3330,613,158,5.43193e+06,1,994530,0,1070,0,0,0,0
Picnamara,854,902438,2179,53,11067,15,1850490,3,2335,3221,98,19,3.33577e+06,2,902438,0,854,0,0,0,0
PleasePressQ,822,751380,842,60,3159,11,1932410,4,3311,2294,1,1,4.87561e+06,2,751380,0,822,0,0,0,0
PogS,1509,1008963,3636,167,19896,15,2200000,2,2351,1752,37,20,1.33697e+06,2,1008963,0,1509,0,0,0,0
PonySlaveStation,2481,1989280,1876,5,11051,6,2003720,4,1982,4627,73,21,401780,2,1989280,0,2481,0,0,0,0
ProdigalScum,952,1192221,847,119,8963,8,1666830,3,2304,3787,1,0,4.39242e+06,1,1192221,0,952,0,0,0,0
Proust77,1159,1301042,2093,63,23739,4,2940890,9,7802,1568,18,4,9.31795e+06,2,1301042,0,1159,0,0,0,0
Proxxon,1009,965538,782,39,7110,5,1643050,3,2597,2429,5,0,3.47025e+06,2,965538,0,1009,0,0,0,0
Pumper777_NavX,1212,1036721,4680,105,23803,7,2373080,4,2237,1992,50,16,3.38151e+06,2,1036721,0,1212,0,0,0,0
QAQ_HUAJI,2212,2015910,686,246,12138,10,1973130,4,2625,2267,7,2,4.96993e+06,3,2015910,0,2212,0,0,0,0
Qbarsky,678,719995,2331,39,15890,6,1902980,3,2287,2557,52,14,1.80304e+06,2,719995,0,678,0,0,0,0
R3FraXion,734,828850,1295,78,4499,3,1345400,3,1603,3391,49,28,359820,2,828850,0,734,0,0,0,0
R3dNano,881,957140,3372,138,12001,7,2329330,4,1873,2380,46,27,1.28965e+06,2,957140,0,881,0,0,0,0
ROB60GREGG,671,807807,8176,12,57658,632,3079540,6,5147,1950,0,0,8.09005e+06,1,807807,0,671,0,0,0,0
RainLSY,649,670837,1499,54,3160,3,1421260,2,2658,2392,6,0,4.4123e+06,1,670837,0,649,0,0,0,0
Raksasa4919,1026,841141,937,79,1071,3,1298890,2,1729,2246,25,11,2.85609e+06,3,841141,0,1026,0,0,0,0
Rambinho_VFS,2273,2372836,1671,119,1766,5,2035280,5,3937,2028,0,0,6.75633e+06,2,2372836,0,2273,0,0,0,0
Raptodox,667,880238,3107,200,21158,8,3109200,6,2859,2545,3,1,1.88851e+06,2,880238,0,667,0,0,0,0
Rath6699,989,1212204,6944,1308,19975,1,2582750,5,4984,1621,4,0,6.13127e+06,3,1212204,0,989,0,0,0,0
Razborov,1079,1141979,399,63,7330,4,1710560,4,2927,3067,6,1,4.13711e+06,2,1141979,0,1079,0,0,0,0
Reaper7871,2055,1890942,2589,430,9338,8,2415900,6,3056,4151,13,5,4.89296e+06,2,1890942,0,2055,0,0,0,0
RedElefant,1408,1016194,2763,21,9483,8,2993900,6,4418,5055,7,3,2.81041e+06,2,1016194,0,1408,0,0,0,0
RemixX911,1287,967531,861,75,7191,1,1359990,2,1505,1539,125,22,2.18812e+06,2,967531,0,1287,0,0,0,0
RespawnDevice,507,592944,1054,1424,8536,4,1305150,2,1438,2619,17,4,163675,2,592944,0,507,0,0,0,0
RestedMike,759,837091,2738,221,16254,19,2718230,5,2783,2845,0,0,3.72424e+06,2,837091,0,759,0,0,0,0
RetroVeda,1429,1230073,2756,201,11486,20,2480270,4,3422,2888,10,5,543538,2,1230073,0,1429,0,0,0,0
RiPLeY78,1086,1304990,2192,0,7096,5,1946410,5,4562,3264,0,0,6.62473e+06,2,1302890,2100,1083,3,15.7732,12.8386,6.70655
Rika_TV,935,819425,452,95,938,509,1205730,3,2615,3122,94,21,3.98951e+06,2,819425,0,935,0,0,0,0
RisottoGroupon,960,1081269,1206,169,7643,4,2591740,8,3108,3268,0,0,4.98042e+06,2,1081269,0,960,0,0,0,0
RoronoaZoro9527,1199,1361562,1157,58,9146,6,2662080,10,6244,4197,2,0,5.93888e+06,3,1361562,0,1199,0,0,0,0
RoteFahne,1567,1082512,534,160,7842,7,1760460,3,2028,2344,61,35,1.66873e+06,2,1082512,0,1567,0,0,0,0
Rygormortis1991,1323,1615610,4857,51,12219,98,2512720,6,1194,1944,0,0,3.19049e+06,2,1615610,0,1323,0,0,0,0
SCHAKE-IT,952,1038261,176,439,1059,16,1833220,4,1918,3850,10,3,3.78281e+06,2,1038261,0,952,0,0,0,0
S_Katchinsky,1132,1152264,746,274,5218,3,1954790,5,2227,2801,20,7,2.54075e+06,2,1152264,0,1132,0,0,0,0
Sabretooth111,1664,1520346,1190,88,8945,20,1973600,4,1952,2816,32,15,1.50625e+06,3,1520346,0,1664,0,0,0,0
Sakai_268,1115,1008225,1246,140,13158,15,2197260,5,2758,2424,25,6,3.76368e+06,2,1003114,5111,1109,6,23.1764,6,7.98875
SamianoItaliano,1030,1145793,3196,71,15202,8,2350180,5,2722,3862,33,6,3.20109e+06,2,1145793,0,1030,0,0,0,0
Sapat0las,926,923407,1026,78,6516,11,1802080,3,2026,2218,9,2,3.85545e+06,2,923407,0,926,0,0,0,0
ScottyDooZA,939,956991,1454,78,3448,3,1368340,2,2574,3888,63,29,3.63416e+06,3,956991,0,939,0,0,0,0
Sealiin,954,1190739,118,140,95648,44,2068150,5,3116,5874,0,0,4.21775e+06,2,1190739,0,954,0,0,0,0
Sen1on,598,540979,1201,56,3862,3,1113540,1,1946,2598,17,2,2.51763e+06,2,540979,0,598,0,0,0,0
SgtColdNipples,740,620366,932,84,3365,1,912915,1,967,1509,4,0,2.66641e+06,1,617953,2413,738,2,15.378,13.5745,6.43056
Shino_kiss,984,1020169,412,715,1490,589,1584940,4,3045,2439,0,0,4.92624e+06,3,1020169,0,984,0,0,0,0
Slevin2k11,764,841175,1922,16,8882,1,2076960,5,2644,3618,1,0,3.46638e+06,2,841175,0,764,0,0,0,0
SoLuminous,670,850978,380,58,4269,3,1177290,2,1706,2359,3,0,620152,2,850978,0,670,0,0,0,0
Solid62,785,904123,4839,0,17837,381,2565400,6,3507,3126,1,0,5.00059e+06,2,904123,0,785,0,0,0,0
SomeKind1,1977,1946438,329,67,661,1,1870800,5,3975,5111,0,0,6.42735e+06,2,1946438,0,1977,0,0,0,0
Sorstalas,726,688213,2462,526,13800,10,2325220,4,1477,1631,8,3,1.66885e+06,2,688213,0,726,0,0,0,0
SquersPL,865,715446,1033,59,5181,3,1756440,4,1753,2422,36,21,1.59142e+06,2,715446,0,865,0,0,0,0
StS_Schoko,1669,1019827,2883,107,13000,9,3420240,7,5945,4439,48,26,1.88851e+06,2,1019827,0,1669,0,0,0,0
Steamleopard,1643,1395617,291,59,7269,8,2098590,5,2928,2351,5,14,2.94323e+06,3,1393317,2300,1640,3,16.166,11.0386,56.0262
Steele_Burnsy,463,538380,1994,115,13422,7,2124410,3,1505,2186,0,0,201375,1,530115,8265,458,5,25.1577,20,58.158
Stephe26,862,990740,1960,678,10106,12,2169050,5,4663,3749,8,4,6.59551e+06,2,990740,0,862,0,0,0,0
Str4nGe85,811,1174341,6893,166,27526,2,3152920,6,3547,3616,5,10,953220,2,1174341,0,811,0,0,0,0
Suekat3,1696,1538808,406,52,2305,16,1666680,4,2472,2571,41,9,4.71713e+06,3,1537148,1660,1692,4,15.8113,6,7.0746
SunNEVEC,1757,1735967,1986,49,9720,3,2078360,5,2903,2382,29,13,4.24566e+06,3,1735967,0,1757,0,0,0,0
SupreM-Impro,1329,1809321,795,10,6555,5,2045160,5,2037,3880,4,3,2.76365e+06,2,1809321,0,1329,0,0,0,0
Surditas,514,527848,2045,595,5358,4,1656310,3,1960,1844,12,3,943488,2,527848,0,514,0,0,0,0
Suzuki_in,1647,1823231,1521,1004,18606,14,1973120,5,4090,6261,5,0,5.82522e+06,3,1823231,0,1647,0,0,0,0
SweatyEggins,620,705201,2106,64,5123,1,1764240,3,2146,3395,20,3,2.21746e+06,2,705201,0,620,0,0,0,0
Swikko,909,827834,2165,67,8469,3,1775500,3,2117,1836,82,25,3.6056e+06,2,827834,0,909,0,0,0,0
T9-Camouflage6,1397,1370430,2587,657,21269,12,2266160,7,4250,3552,4,0,4.50606e+06,3,1370430,0,1397,0,0,0,0
TChewyT,1143,1388223,1570,152,8781,12,2350400,7,4880,8385,0,0,5.40711e+06,1,1388223,0,1143,0,0,0,0
TX_Wrangler,1594,1028424,3091,982,9162,2,3300340,6,3155,2489,150,110,2.12642e+06,1,1023936,4488,1589,5,21.4488,11.0923,18.4424
Tabledevil,1413,913873,2678,394,12256,6,3004880,7,4959,4031,30,7,2.92068e+06,2,913873,0,1413,0,0,0,0
Taboomofo,724,650965,1905,63,5230,3,1468620,2,2604,3396,24,4,4.65106e+06,1,650965,0,724,0,0,0,0
TapisDeDouche,616,717287,550,23,3827,30,1683260,3,3424,2017,0,0,5.37854e+06,2,717287,0,616,0,0,0,0
Teh_8u7ch3r,652,786857,2728,218,8840,652,2058390,5,3099,1993,3,1,4.74718e+06,2,786857,0,652,0,0,0,0
Terra_Havok,2581,1261792,435,0,2110,1,362229,11,5,2,1,0,2930,1,1256599,5193,2569,12,29.2677,0,4.43535
ThaHoodWatcher,933,922780,2126,59,9488,7,2342940,4,3123,2145,12,3,5.5741e+06,2,919249,3531,928,5,20.1862,16.1153,7.16125
That_Fallen_One,788,1045773,992,114,7299,7,1462010,3,1564,2148,1,6,927870,2,1045773,0,788,0,0,0,0
The-KILLER-4r77u,794,1136960,1065,173,13869,5,2026180,4,2697,3011,6,5,4.84014e+06,2,1136960,0,794,0,0,0,0
TheBrainBlack,485,623107,720,95,5556,9,1701520,3,1629,1285,3,0,2.63448e+06,2,623107,0,485,0,0,0,0
TheHarzer,1060,1327187,1905,56,15833,4,3447780,10,6756,2507,15,4,1.05737e+07,2,1327187,0,1060,0,0,0,0
TheRealGeralt,2017,1127550,5664,23,13921,1,3363990,9,8360,3372,3,2,1.77905e+06,2,1127550,0,2017,0,0,0,0
TheSpadesOfAce,957,1110818,389,123,11766,15,2179330,4,2090,5339,56,27,3.1916e+06,1,1110818,0,957,0,0,0,0
The_Assassin_SY,473,504004,1088,38,9136,5,1104460,2,2584,2236,2,1,1.1461e+06,2,504004,0,473,0,0,0,0
The_Ostap_Bender,1092,1157316,2246,57,9261,2,2132770,6,3448,3389,0,0,3.98304e+06,2,1157316,0,1092,0,0,0,0
ThomasPlunkett,1909,1467307,137,83,1132,1,1790960,4,1274,2322,19,14,1.16887e+06,2,1467307,0,1909,0,0,0,0
TipsFedorov,1421,1002712,739,93,6068,5,1417480,2,1191,2590,85,40,1.68754e+06,2,1002712,0,1421,0,0,0,0
ToX1C_0,1516,1206840,2183,290,10669,5,2813020,6,3954,2662,11,6,3.05196e+06,2,1205205,1635,1515,1,12.7517,18.3538,20.2151
ToZiFaN80,1765,2264955,193,10,1884,5,1754460,5,2430,5194,0,0,3.68839e+06,2,2264955,0,1765,0,0,0,0
Todde1,1945,1882483,881,197,15097,10,3021960,6,4185,2933,45,7,4.7784e+06,2,1882483,0,1945,0,0,0,0
Tom17271,2122,2337931,613,55,8558,4,2293470,6,1772,2906,0,0,4.26339e+06,0,2337931,0,2122,0,0,0,0
TomL7777,825,850570,2767,50,9246,1,2162340,4,2381,2905,146,72,2.65721e+06,2,850570,0,825,0,0,0,0
TomoTo86,1191,1289041,325,57,5125,2,1542890,3,1647,2492,13,7,3.28936e+06,2,1289041,0,1191,0,0,0,0
TormentsNitely,798,840532,1966,50,6728,2,1361700,2,2561,3008,4,0,4.50667e+06,1,839318,1214,795,3,13.6425,11.9923,25.2799
TorturerOfSouls,836,866326,39,0,207,72,1206000,3,1279,3217,7,2,2.08899e+06,1,866326,0,836,0,0,0,0
Tr3atbomb,542,528287,1135,95,4114,4,1189100,2,1892,2389,2,0,1.12635e+06,2,528287,0,542,0,0,0,0
