Username, Activity Index, Teamwork Index, PTFO Index, Region, Sent Friend Request, Accepted Invitation, Sent Message, Replied to Message, Applied to Clan
HootyMcB00b,115.13,14.7405,0,1
JvDain,80.8224,14.9942,10.3015,1
Threattfull,67.9009,6.41736,2.98673,1
UberJinbu,64.3829,33.6824,17.3932,1
Devildog360621,60.0029,74.4734,18.2724,1
hnshooter,56.897,7.38996,12.1339,1
TheBlarg117,55.717,56.5224,19.7556,1
ckaken,52.6432,9.687,7.77903,1
Old-school-AK47,50.3176,16.0458,11.3113,1
SmiriNerve,47.1813,10.0794,8.05281,1
L-Kilmister,46.3747,21.3282,6.24371,1
V3nku_0rd0,43.6197,22.6066,25.444,1
Collisioned,43.1379,9.36667,7.03068,1
UltraStarkiller,42.3011,10.0297,28.5461,1
1CanOnlySpeculat,42.0596,19.468,17.0827,1
N0ICY,41.9635,8.60363,10.1708,1
alexelliott83,41.7228,12.8734,5.74646,1
ButterSweats,37.696,27.7865,24,1
MITA-Balanguinho,34.1947,6.95362,14.4912,1
True_Caesium,32.8957,36.4076,12,1
Khornate_Corrupt,31.0868,67.8354,11.7842,1
ButteryLoins,29.7874,32.4521,9.51109,1
HolyElements,29.3499,32.5493,11.6345,1
Ionic0,28.6197,58.0794,12.0864,1
ScorpionX3811,27.9468,17.2004,10.2333,1
BattlePHIL_Qc,27.6655,27.0254,15,1
juanchibiris,27.2523,25.1387,28.3911,1
I-Kungfu-Guy-I,27.0378,5.43256,8.18551,1
Fesol69,26.8545,16.8314,17.0937,1
X1n3l0,25.8548,9.68155,6.89536,1
n7plus1,25.491,7.47973,20.6019,1
perpetuitas,25.0174,19.1551,25.3376,1
Xinlei1105,24.4785,28.5359,10.2116,1
w3kfk6kfgt5,24.0433,26.0949,7.36113,1
SkinnyManX,23.6442,28.4809,28.9787,1
linearUpwind,23.2411,43.2076,20,1
JigsawPLYR,22.3558,6.79671,22.1287,1
BryceT713,21.7107,19.1634,7,1
RaccoonWithAGun,21.1289,6.3027,17.1855,1
STAKS89,20.172,9.67783,8.13517,1
