Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, RTimePl, DTimePL,RRounds, DRounds, ActInd, PTFOInd, TWInd
CodenameMaulwurf,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Condesces,15,15659,46,0,297,0,36220,1,69,60,0,0,186470,139.9377,22.7619,29.0095
ConkerBollocks,8,9264,7,0,43,0,27870,0,28,19,0,0,70550,128.9384,13.3698,13.6822
CoolTrekking,47,45567,130,0,266,0,147070,0,198,134,0,0,513330,282.5902,28.6402,15.4791
CorJonas,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Cornelius_MM,25,21147,114,5,191,1,80920,0,49,58,0,0,2.74567e+06,252.5618,77.4495,19.5423
CoyoteBR,27,31158,0,0,0,8,105020,0,93,125,0,0,360400,158.3587,26.5627,7.89695
CptColonoscopy,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
CptCupcake63,30,32244,97,0,565,0,105430,0,41,81,0,0,3100,261.7186,8.1446,29.6993
CptPillowBiter,2,2435,12,0,15,0,6730,0,3,5,0,0,6850,315.4185,8.29085,20.6163
Cpt_Neroxion,12,12593,0,0,18,0,4120,0,10,64,0,0,3.38809e+06,235.1923,96.5007,5.30352
Cpt_Ph4sma,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Cralens,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
Crang1980,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Crazyking1170,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
Crazysounds,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
CreamyOperator,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CropDoctor301,8,8911,0,0,0,1,40130,1,46,27,0,0,0,128.6693,18,8.41568
Cxswdarry,28,29738,4,8,36,0,76000,0,50,158,0,0,-1.42067e+06,358.8754,0,8.21776
CyCoLeS1972,31,35152,0,0,0,1,56850,0,43,78,0,0,300150,263.6438,15.9245,6.54321
CyberWolfy17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Cyrus_rev1,16,16927,57,0,280,0,76040,0,64,36,0,0,153390,141.5928,16.8172,29.3027
D0n4ld7rump,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
D4r10x,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
D4rkCh0co,84,33132,332,0,1045,0,70750,0,0,0,0,0,-596725,2116.007,0,21.3868
DBO711,27,22199,4,0,6,0,80770,1,82,70,0,0,259270,155.011,18.7995,7.39527
DJ-magni,9,8722,0,0,0,0,20260,0,21,20,0,0,62830,329.5223,11.1326,6.88801
DJFarmer98,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
DOODuk,6,5112,0,0,0,0,14030,0,11,23,0,0,26300,023.1775,11.9691,6.95362
DS-iAikon,34,33283,0,0,7,1,131470,0,91,138,0,0,305230,266.0553,22.0635,7.88525
DZ-MOGHROF,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
D_Knightrider,9,7432,0,0,0,1,53640,0,27,27,2,0,32000,228.4571,13.1568,8.78641
DagonMP,54,45364,0,0,76,0,157350,1,124,114,0,0,93530,289.5373,11.0643,8.34658
DampirEgret,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
DanielDefo_ru,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
DarthGoofy,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Dauz1eher,1,1607,6,1,15,0,2910,0,8,0,0,0,-1.60787e+06,212.6843,0,29.3447
DaveTheJehova,5,5669,0,0,0,0,7390,0,19,20,0,0,0,222.7794,15,6.20038
DeadManChest3,1,1040,0,0,11,0,350,0,0,3,0,0,0,211.1082,6,15.3253
DeathSickle_R,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
Deelong,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Delta-Kitemax,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
DerpsterSwe,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
DevilofWW1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Diablo-CRO,3,3641,0,0,0,0,6470,0,10,7,0,0,0,218.3422,11,6.81416
DickSwingLow,8,15891,0,0,0,0,33410,0,11,29,0,0,107100,033.0601,13.4678,8.03878
DigitalFlame,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
DimaDestroyer,17,13770,7,0,30,0,43490,0,97,61,0,0,151480,240.8927,22.7622,9.11173
DirtBag743,5,3093,0,0,0,0,6930,0,5,4,0,0,7500,119.531,3.31521,6.10156
Diullm,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
DjeesT,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Dlhy,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Dnoman56,29,36503,151,2,521,0,79900,0,61,97,0,0,197170,162.0564,16.0646,30.2449
DoDoGERB,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
DoctahDempstah,11,5337,0,0,0,0,9540,0,11,18,0,0,21200,228.4257,5.79805,5.42631
DokterDoodoo,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0
DoktorAntiMangal,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
DorkyDarko,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Dothomir,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Dr_Jade_Balfour,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Dragon-tuzi,9,9180,35,0,134,0,17860,0,10,10,0,0,19210,329.875,4.73037,24.674
Draz0007,19,16337,3,0,6,0,23150,0,53,35,0,0,46030,244.2922,10.6076,5.90761
Drknow069,38,29898,54,0,52,0,59450,0,0,0,0,0,270,268.9306,0.0180855,8.28868
Dron26RU_ID,62,58432,19,1,916,1,128790,0,172,191,0,0,538940,2100.663,26.3139,21.7509
Dunyip,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0
Dwarptain,0,590,0,0,0,0,250,0,0,0,0,0,0,28.36939,0,0
E1_Hiluziion,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
EPICxPHANTOM,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
EXONR8,1,1332,0,0,0,0,1130,0,3,7,0,0,2.23402e+06,311.9764,77.3047,5.79789
EYZENN,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
EcG-Mibr,1,817,3,0,1,0,3550,0,4,5,0,0,9400,110.3276,18.3853,11.7189
EchoBeach,13,12606,62,0,451,0,56620,0,50,30,0,0,153520,236.2002,16.821,47.1236
Echoes_PC,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Eckengucker,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
EdWORX,1,1998,2,0,19,0,22510,0,3,13,0,0,0,213.5631,32,33.2488
Edu23_CL,35,17509,3,0,17,0,22360,0,44,35,0,0,66940,060.8825,6.25914,5.0258
EdwardIIX,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
EdwardMannock,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Effswar,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Eggbin,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Einheitsfront,85,65651,227,0,1210,0,173700,1,153,190,3,0,494320,3125.192,22.1386,22.7231
ElSneakyMexican,0,531,0,0,0,0,770,0,2,2,0,0,3400,18.08084,0,0
ElbruzOne,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
ElectricNudli,16,17295,45,1,324,0,70420,0,60,44,0,0,165730,241.7767,18.1713,31.1449
EnPowed,12,17113,32,0,155,0,57230,1,44,56,0,0,128370,237.6861,20.0925,23.3101
Enmoore,8,7542,27,0,150,0,27060,0,15,17,1,1,5010,227.5525,9.22053,29.6259
EntertheDragon91,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Epilektos_85,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
EraseMe_99,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
