Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, RTimePl, DTimePL,RRounds, DRounds, ActInd, PTFOInd, TWInd
Goldi-284,783,1367981,896,28,2365,3,1920680,4,3829,1975,4,3,1.20911e+06,2,1367981,0,783,0,0,0,0
GottDesFeuers,1175,947756,1631,52,7288,6,2248340,3,1759,1550,51,30,1.90777e+06,2,947358,398,1175,0,7.3411,0,0
Grannys_Peach_T,1367,1265818,1081,110,6930,5,1768890,3,2314,4077,7,1,4.01509e+06,1,1265818,0,1366,1,1,0,0
GudyXD,1288,613415,66,98,362,34,1728550,2,2802,1642,1,3,4.1802e+06,2,604064,9351,1288,0,21.0037,0,0
Guissippi1991,930,726577,1243,122,6714,3,1636540,3,2498,3194,184,39,3.49777e+06,1,721940,4637,918,12,28.6286,8.66481,17.5605
Gumloke,721,740540,294,102,6627,2,1587610,3,2200,2628,8,5,2.65685e+06,2,732031,8509,718,3,23.354,95.7772,135.725
Gunnerman015,656,1251135,1401,97,8607,18,2374450,6,3257,4316,0,0,4.54373e+06,1,1251135,0,643,13,13,0,0
H0M3RUN,962,1288767,1885,191,18646,6,2963480,6,3685,2066,19,12,2.59556e+06,2,1279702,9065,962,0,20.7876,0,0
HB_TacoMan,1702,838338,1456,81,4090,4,2022740,5,2079,3133,6,2,2.79817e+06,1,838338,0,1680,22,22,0,0
HEAT_pat_stalker,705,1139755,2661,163,7954,8,2638340,5,4600,4866,13,6,6.59688e+06,2,1139755,0,705,0,0,0,0
HK_CHRI842,1119,583522,1537,20,7957,22,1843530,2,2346,2451,21,10,3.18778e+06,2,583522,0,1119,0,0,0,0
HSMFromHell,732,938052,510,102,2618,4,1596740,3,4496,2349,15,0,7.55386e+06,2,938052,0,732,0,0,0,0
HUN_Ryan623,916,1235882,1257,217,8910,10,1790420,5,4227,3159,115,41,3.41571e+06,2,1235882,0,916,0,0,0,0
HadrianDB,1602,1446565,403,631,1804,7,1476410,3,2323,3600,0,0,4.34883e+06,2,1439279,7286,1602,0,19.329,0,0
HairyTrenchfoot1,1205,1074273,3418,295,18842,7,2341400,4,3558,2530,7,5,5.45411e+06,2,1063859,10414,1191,14,35.7704,15.7051,30.0297
Hammanu,1063,1061775,1991,114,15872,5,2028880,4,3291,3912,30,10,2.73846e+06,2,1061775,0,1049,14,14,0,0
HappyYeager,901,936692,2859,44,8956,467,2405630,5,3851,3648,7,3,7.36174e+06,2,923351,13341,901,0,23.6422,0,0
Hawkins168,755,781520,1496,201,8422,9,1487320,3,2104,3296,0,0,4.54834e+06,3,770409,11111,742,13,35.2452,18.8911,38.0978
Haxx_WRZ,796,887965,3088,160,24335,7,2974870,5,1743,2732,0,2,3.32517e+06,2,887965,0,785,11,11,0,0
Healthplan,663,907172,3332,197,14801,7,1980320,4,3422,3333,0,0,5.96827e+06,1,907172,0,663,0,0,0,0
Hendrik1693,769,441067,1389,160,5450,3,1755660,2,2118,2126,5,0,4.5784e+06,2,434715,6352,769,0,18.4658,0,0
Hennix,464,1211336,1055,1,2395,17,3796640,9,7655,2885,63,7,2.37005e+06,2,1192919,18417,458,6,32.3219,70.9848,17.1634
HenpukacaembIu,2091,911331,966,171,7270,1,1541120,3,1962,2611,74,13,2.93495e+06,2,911331,0,2060,31,31,0,0
HesliGer,1301,839408,3392,2366,10326,6,1983570,3,1817,2803,76,59,2.29168e+06,2,835121,4287,1301,0,16.1997,0,0
Hexadex1989,979,1587420,5601,1217,19487,4,2643700,4,2798,4018,3,1,4.32616e+06,2,1587420,0,972,7,7,0,0
Hi_Im_Kazuma,1300,1159774,2137,67,33150,3,2062310,4,2310,2945,6,1,3.77969e+06,2,1159774,0,1300,0,0,0,0
Hicks400,1142,1161273,2955,279,28885,6,1861350,4,4038,3499,3,1,5.3813e+06,1,1159115,2158,1142,0,12.8896,0,0
HighViscosityLuv,1018,1276140,4894,910,21235,6,1993320,4,3254,4389,1,0,5.08174e+06,3,1270215,5925,1015,3,21.0429,42.322,74.1794
Hozy_Eavizte,1189,1001412,1364,187,6590,4,2056080,4,552,1330,394,178,1.21645e+06,2,1001412,0,1182,7,7,0,0
I-SIGGAS-I,1203,1452121,2336,133,14965,20,3198300,8,4894,4923,0,0,8.31494e+06,3,1430936,21185,1203,0,27.5783,0,0
ID1632,1463,1584631,964,50,12089,6,2406410,4,1728,3333,0,2,2.75948e+06,2,1557925,26706,1431,32,61.7893,11.0568,16.7863
ID_ao_li_ao_,1508,1247132,2491,189,11086,10,2172080,5,4426,3407,0,0,7.82101e+06,3,1243897,3235,1467,41,55.7499,1.97006,6.49379
IQ_legend,1164,1130707,450,36,2748,1,1485010,3,1464,3783,6,0,2.39172e+06,2,1130607,100,1159,5,9.63447,0,0
IScream97,915,1236777,1265,269,10592,9,1680380,3,1718,2490,2,0,3.9232e+06,3,1236777,0,915,0,0,0,0
I_Evkey_I,1086,980869,2273,181,5602,3,2702960,6,3129,2847,47,19,3.18135e+06,2,947814,33055,1086,0,31.982,0,0
Id3nT1tyKilL3R,1095,1213618,6963,94,21191,5,3072890,8,6186,7777,29,9,6.95354e+06,2,1213618,0,1063,32,32,0,0
Iggy_Kowabunga,1117,1536608,83,55,938,17,2002260,4,4199,2791,0,0,6.2197e+06,2,1531594,5014,1117,0,17.0672,0,0
IheartRamen,1311,754962,3149,23,13314,15,2392200,6,2610,3953,4,1,432245,1,754962,0,1308,3,3,0,0
ImTeky,698,585214,2108,53,8430,5,2111070,4,3082,2950,1,1,5.00797e+06,2,585214,0,698,0,0,0,0
Ironmask1,556,1677578,1180,48,4488,8,2253200,5,3681,2884,0,2,6.46839e+06,1,1670948,6630,556,0,18.7311,0,0
IrradiatedMidget,1664,1036952,2160,96,4019,7,1828560,3,2714,3058,15,9,4.95794e+06,2,1034683,2269,1653,11,24.1067,3.39151,7.59293
Ivantxum81,732,1316707,476,0,3459,12,2242210,5,3409,4270,54,11,6.06009e+06,2,1316707,0,730,2,2,0,0
JIOCb_VIP,1254,1127298,1156,102,6111,6,1902060,3,1056,2252,181,65,571480,2,1119618,7680,1254,0,19.6709,0,0
JKtehdevil,1175,1448508,875,722,8865,11,1724730,4,2432,2702,5,4,4.33325e+06,1,1448508,0,1167,8,8,0,0
JasonLeeCc,1119,1829479,1147,57,3341,642,2199860,6,3723,8377,3,0,4.58352e+06,2,1829479,0,1119,0,0,0,0
JeSuisAardappel,1487,1137484,726,14,2307,4,1933880,5,4001,3170,0,0,5.57774e+06,2,1137484,0,1487,0,0,0,0
Jebadiahz,1017,1319569,38,18,361,1,1240400,2,4623,4108,0,0,8.39698e+06,2,1306680,12889,1017,0,23.3724,0,0
Jewelsz,1153,1354825,1082,5,6894,2,1937780,4,3418,5648,0,0,5.13445e+06,0,1354825,0,1141,12,12,0,0
Jimknils,1116,730105,2941,342,21811,6,2483370,4,1683,1651,416,159,2.27877e+06,2,730105,0,1116,0,0,0,0
JimmyPDL,952,1429267,2421,909,12657,6,1647500,3,2105,4352,5,7,2.7181e+06,2,1424514,4753,949,3,19.766,21.2433,14.2416
Jo3l_Chen,1271,1176014,753,55,4035,2,2076320,6,4749,5517,0,0,6.01468e+06,3,1175534,480,1264,7,14.8136,1.25291,4.34981
John_S_227b,994,1790684,1292,485,19446,13,2976600,7,4995,6006,0,1,6.97487e+06,2,1753117,37567,994,0,33.3742,0,0
John_Skylight,1323,916224,515,18,2423,2,1314380,3,2863,3791,3,1,3.99961e+06,2,915753,471,1290,33,40.7645,0.0301708,1.82116
JohnnyBlaze1717,816,864646,85,0,228,21,1870100,3,1202,1396,0,0,983380,2,807739,56907,816,0,38.3239,0,0
JohnnyGusinsky,827,897421,2932,103,17692,11,2127860,5,2761,2983,4,1,3.65328e+06,2,897421,0,772,55,55,0,0
JoshuaBwB,836,1004573,1848,15,10115,11,2013780,5,4126,5156,0,0,6.13368e+06,3,1004573,0,836,0,0,0,0
Julfenstein,766,1730223,3299,331,26100,16,3475810,7,7072,3372,12,9,1.06228e+07,2,1730223,0,766,0,0,0,0
Jumpy-B-L,1597,1078580,1321,183,6907,8,1971000,4,1705,3908,21,6,3.1837e+06,1,1078580,0,1597,0,0,0,0
Juziiii,992,785210,4341,83,21227,2,2886600,5,5063,2932,0,0,1.41039e+06,1,777086,8124,992,0,20.0426,0,0
KSA-Chiefjustice,1007,1453659,1497,56,4295,5,2466360,5,3483,2178,27,12,3.46215e+06,2,1453659,0,999,8,8,0,0
KUGL77,1690,642971,3353,305,9114,1,1363470,2,1160,2434,68,24,426940,2,642971,0,1690,0,0,0,0
KYLEKEN11,571,691599,2827,0,11674,106,2070080,3,2522,2752,36,10,3.56127e+06,2,691599,0,571,0,0,0,0
Kallegerm,726,1090187,1341,41,4072,1,1439770,3,2337,2867,6,2,3.41937e+06,2,1090187,0,726,0,0,0,0
Kami_Kaze-_-yo31,945,1336373,2321,106,19014,7,1913870,6,4174,4669,0,0,5.12887e+06,2,1336373,0,945,0,0,0,0
KarazuX,1080,1220333,877,3,5219,1,1772720,4,3022,4087,5,0,4.17345e+06,1,1220333,0,1080,0,0,0,0
KawaiiiPotatooo,1129,1068180,2314,42,9293,4,2241380,5,4463,3115,16,11,6.13915e+06,2,1067361,819,1129,0,9.3352,0,0
Killobayt321,988,954412,3382,116,8901,5,2179460,4,2844,4291,26,4,4.36935e+06,2,904147,50265,987,1,37.7724,780.289,1250.72
Kimiko,879,901109,1163,79,3888,4,2456560,6,2749,2676,19,8,4.19298e+06,2,901109,0,840,39,39,0,0
Kinakomoti-NR,863,1668755,2022,80,13011,17,2586560,7,6314,4197,10,2,9.26912e+06,1,1668755,0,863,0,0,0,0
KingOfTheKiII,1539,927596,3251,120,17122,7,1879380,3,2844,3125,2,0,4.1603e+06,2,926667,929,1539,0,9.7353,0,0
Knight_CMP,799,1423237,2839,286,21189,11,2371200,7,4135,3039,4,1,7.16953e+06,3,1407887,15350,799,0,24.7727,0,0
KnightsWh0SayNi,1563,1248842,83,47,748,311,2403560,9,6162,4699,0,0,8.37874e+06,1,1248842,0,1540,23,23,0,0
Korexio,1102,908530,1471,197,9715,10,1880710,3,2165,2575,7,2,2.22013e+06,2,908530,0,1102,0,0,0,0
Kremca2332,932,1266364,8382,40,45195,1,2125010,1,886,1085,0,0,263300,2,1266364,0,930,2,2,0,0
Kuchosaurus_Rex,2053,1206368,2691,51,4864,3,2962750,8,4481,4121,0,2,7.14944e+06,2,1206368,0,2053,0,0,0,0
LIT_Px,1029,729473,1898,56,6729,3,1670950,3,3427,3141,0,0,5.2514e+06,3,710988,18485,1029,0,26.3543,0,0
Lalalolo16,775,699566,1115,56,6983,4,1845650,3,2308,3259,4,3,4.13226e+06,2,699566,0,751,24,24,0,0
LanceCY,724,757069,1363,124,8748,6,1526800,3,2382,1911,14,3,4.895e+06,3,757069,0,724,0,0,0,0
LastFox77,773,1206565,299,61,2319,1,1505920,3,4401,4038,10,5,6.74179e+06,2,1206565,0,773,0,0,0,0
Laur601,1079,1494641,664,78,8305,6,1883680,4,1691,2727,0,0,3.59006e+06,3,1485835,8806,1079,0,20.5879,0,0
Le-douilleur,1439,1305809,2363,286,8024,10,2299950,4,2767,5388,7,1,5.39438e+06,2,1305809,0,1425,14,14,0,0
Legit_PureDreAm,1170,1017356,4134,56,13357,8,2244010,3,1911,2274,135,64,1.9058e+06,1,1017356,0,1170,0,0,0,0
Leonopol1s,1213,643729,3439,93,10800,8,1406120,2,2417,3360,6,0,4.85669e+06,1,643729,0,1213,0,0,0,0
Libram87,685,1133947,1338,197,12492,8,2062320,4,2355,3300,0,1,3.98443e+06,2,1133947,0,685,0,0,0,0
LieutenantHanley,874,1031275,496,130,2406,2,2912080,6,279,811,517,149,867735,1,1027273,4002,874,0,15.8328,0,0
Lirrost,1463,1090587,2452,146,6852,8,2183250,4,3249,2420,22,3,5.23998e+06,1,1088592,1995,1456,7,19.5569,4.15639,3.357
Litzenreich,1057,1145076,1519,231,8816,6,1939990,4,4090,4625,1,1,6.16886e+06,2,1105220,39856,1055,2,36.038,284.24,184.147
LoStranoNerd,986,829512,760,222,3176,3,1675970,3,1155,2447,107,24,1.58699e+06,2,829512,0,944,42,42,0,0
Locke00000,889,1405292,1566,131,6511,6,2020860,4,2063,3454,20,8,3.33884e+06,2,1371631,33661,889,0,32.1761,0,0
LoneStawr,1578,1023163,1472,59,9111,14,1616980,3,2154,2521,0,0,2.25602e+06,2,1023163,0,1534,44,44,0,0
LooK0412,826,529085,775,47,3524,577,1629640,3,2289,3101,79,16,3.23612e+06,2,529085,0,826,0,0,0,0
Lounissarte06,543,1209929,1119,105,4202,12,1978550,4,4040,3625,6,4,6.38347e+06,2,1209929,0,543,0,0,0,0
Lt-Rabbitt,1077,1030958,3705,26,13051,2,1943690,2,1240,1442,98,32,764695,2,1030958,0,1077,0,0,0,0
Luchosamsung,1624,2077334,325,17,1775,3,1841200,5,3123,3212,40,13,4.60651e+06,3,2070981,6353,1624,0,18.4668,0,0
LuckeRn1ke,2219,732104,1263,140,3139,2,1698200,2,1735,1972,129,45,4.43051e+06,2,729320,2784,2206,13,27.0306,2.95909,4.68069
Ludezilla,736,912778,864,136,3552,5,1753070,5,4020,4078,0,0,5.61845e+06,1,912050,728,736,0,8.97614,0,0
Luksas4,848,422039,2028,144,6752,4,1364990,2,1423,1497,4,5,1.832e+06,2,422039,0,848,0,0,0,0
Lurian81,798,1234534,2613,782,13400,12,2516440,5,2649,2212,33,18,1.19785e+06,2,1230592,3942,798,0,15.7534,0,0
LuziverDD,1097,672981,1139,836,8470,10,2361090,4,3378,3089,13,8,5.91382e+06,2,663692,9289,1093,4,24.9572,40.833,53.3169
MOHRedneckmf,650,1804894,3513,53,16098,18,3269910,6,4793,2367,2,2,8.50114e+06,2,1783821,21073,641,9,36.5297,26.1721,8.60703
MOH_Nightwalker,1873,1155725,1658,115,4897,7,2478550,6,4847,3055,6,2,7.13003e+06,2,1154354,1371,1854,19,30.0824,5.3497,17.3066
MRjankaa,1132,1083850,4556,139,26216,6,2564510,4,2467,1768,8,5,2.6758e+06,2,1083850,0,1123,9,9,0,0
MUSES8920,1145,1117727,2473,1654,17885,17,2005460,4,3559,3791,1,0,5.79756e+06,3,1115165,2562,1145,0,13.6476,0,0
Marcushogberg,1342,1695711,1491,78,15189,13,3185180,6,6831,6305,1,1,1.12387e+07,2,1684182,11529,1340,2,24.5204,109.83,36.2982
MaroGroov,1433,1306909,1154,114,10862,9,1663660,3,3397,4414,1,1,4.89786e+06,2,1289651,17258,1416,17,42.7583,17.4018,24.353
MartinTheDuck1,1301,1623658,2737,105,11317,8,2364660,8,5495,5577,6,1,6.6764e+06,1,1623658,0,1280,21,21,0,0
MattyBSG,1708,810837,910,107,3813,8,1326000,2,1133,3327,0,0,2.00871e+06,2,799981,10856,1708,0,22.0738,0,0
Maxi_Bf,676,1367342,2528,63,9936,6,2366230,4,2926,2372,23,27,2.41814e+06,2,1364889,2453,662,14,27.4515,1.42417,6.3769
MeneertjeBanaan,1602,1026729,1630,188,7204,3,1717300,4,2480,4021,5,3,3.0537e+06,2,1026729,0,1600,2,2,0,0
MessiKing971,791,988471,2658,206,8692,11,3076910,7,3926,2983,0,0,6.09637e+06,2,984894,3577,791,0,15.2518,0,0
Metaljon,1024,1079309,4465,124,33131,12,2192410,4,4103,3139,10,2,5.968e+06,3,1076550,2759,1016,8,21.9885,9.57657,37.9086
MichalMic,1102,1243007,1138,30,13852,30,2476030,4,4735,2499,1,0,7.40717e+06,2,1233905,9102,1097,5,25.8158,21.2502,53.4988
MidnightCitizen,1171,959084,1884,189,7307,5,1638310,2,1761,2241,3,4,1.98896e+06,2,959084,0,1158,13,13,0,0
MightNights,785,1095210,1535,429,12321,4,3012250,7,2986,4417,30,5,4.36278e+06,1,1095210,0,785,0,0,0,0
MiguelitoPERU,1014,882639,1936,51,9703,3,1733140,2,838,2653,4,4,3.14668e+06,1,882639,0,1014,0,0,0,0
Mistrolt,908,550579,614,8,1244,4,1673880,3,1360,1504,499,121,1.17382e+06,2,550579,0,908,0,0,0,0
MocheroweBerety,830,1564309,484,36,5694,5,1510000,3,2462,3301,65,2,4.91364e+06,2,1540647,23662,830,0,28.6127,0,0
Moosipall,1422,1507313,3650,211,19879,8,2053690,5,3761,2812,0,0,5.63446e+06,2,1507313,0,1396,26,26,0,0
Morimaru,1206,1195541,990,164,5277,4,1846730,4,2404,2239,334,103,2.61182e+06,2,1195541,0,1206,0,0,0,0
MorphiusV8N,1578,1501463,3594,234,12837,3,2694060,7,3929,3349,1,2,5.82714e+06,2,1501463,0,1578,0,0,0,0
Morzar1,1346,713937,2702,112,9186,3,1690560,3,2738,2595,64,26,4.12869e+06,2,713937,0,1346,0,0,0,0
Mossper,757,1349374,352,5,2402,2,1400530,3,2333,2922,0,0,4.43283e+06,2,1349374,0,757,0,0,0,0
MrBenkkuu,1114,598384,1039,141,6351,7,1414660,2,942,2427,9,0,123055,2,598384,0,1114,0,0,0,0
MrMonnerup,579,616507,671,29,6607,4,1491240,2,2127,3372,58,18,1.16271e+06,2,615000,1507,579,0,11.437,0,0
MrReziik,581,908213,1673,116,10538,5,1873450,4,3056,2254,13,5,3.25233e+06,2,908213,0,579,2,2,4.24716,6.48605
MrSH85,941,824672,6955,62,52667,17,3672890,7,4303,2574,5,0,7.03805e+06,2,823276,1396,940,1,12.1493,22.5762,9.8914
MrTurist,819,590971,705,50,4815,11,1576700,2,3002,2875,0,1,5.17709e+06,2,590938,33,818,1,4.2038,0,3.7606
MrTwixted,857,696955,985,79,5773,4,1217240,2,1731,2973,64,6,3.41536e+06,1,696955,0,857,0,0,0,0
Mr_H0ppy,656,1516901,2,11,41,3,2120020,5,514,1979,0,0,572950,2,1514811,2090,656,0,12.7529,0,0
Mralek,1063,1040353,1911,496,8219,6,2193360,4,2610,5864,40,6,4.68569e+06,2,1040353,0,1062,1,1,0,0
Mturner23462,1022,1322735,2052,552,10095,4,1988930,4,3369,2678,23,8,4.5957e+06,0,1322735,0,1022,0,0,0,0
Mutanga512,1235,2078177,718,71,10174,3,1785320,4,3289,3778,2,0,5.65447e+06,2,2043934,34243,1235,0,32.3603,0,0
NCNS-HUTCH,2315,1442741,1024,6,8458,16,2655260,6,7102,3603,16,6,6.66996e+06,2,1429479,13262,2269,46,69.5955,9.37378,10.2677
NOUTAJA_420,1742,640539,1682,189,6840,8,1619560,2,2499,2772,22,3,3.60044e+06,2,640539,0,1724,18,18,0,0
NaNoGaMeRx,634,2225800,1818,43,10021,5,2248220,4,5154,4107,46,23,6.73199e+06,1,2225800,0,634,0,0,0,0
Nackajeem,3194,1227147,3027,112,19492,11,3007520,6,3455,3705,1,0,5.83605e+06,3,1206771,20376,3194,0,27.223,0,0
NathanCritz,1132,908899,2625,276,9963,5,1707170,3,2245,2333,14,7,2.96385e+06,1,905576,3323,1105,27,41.8823,1.2252,5.89432
Naulun,1129,1211423,2021,297,9191,8,1602720,3,1670,2892,14,3,3.86122e+06,3,1210093,1330,1126,3,13.9709,2.11142,3.86435
NickaJones,1360,920707,2805,119,18040,13,2145320,4,4145,3375,18,0,6.07637e+06,1,908739,11968,1359,1,23.8024,211.008,865.674
NoTax-Wifi-Zone,890,1330344,578,692,9146,14,1684710,3,1905,3145,0,0,5.06865e+06,3,1316860,13484,880,10,33.7263,13.3128,8.66556
NomadConcept,1240,1186843,3820,404,16639,10,2416760,5,3113,3187,32,23,4.0321e+06,1,1183213,3630,1227,13,28.3267,2.21353,13.1492
NutsJackson,1299,1533880,3171,256,31038,23,2900100,7,7137,3714,9,1,1.10694e+07,1,1522107,11773,1295,4,26.678,63.5565,110.724
OneBuckShort,1793,1165742,1642,19,7993,7,1687600,3,3906,3882,6,2,6.06235e+06,3,1165742,0,1773,20,20,0,0
Ozzrick,929,783648,520,95,9968,7,2058700,3,1095,1682,10,3,131270,2,783648,0,929,0,0,0,0
PIU_NIN_,705,826518,2286,59,7757,2,1962170,4,3814,2750,2,1,6.19596e+06,2,826518,0,705,0,0,0,0
POL4RFUCH5,808,1354227,827,316,7790,8,1762920,4,4053,3447,0,0,6.23194e+06,2,1354227,0,808,0,0,0,0
POOHSTICK17,1124,1480875,1952,8,10000,59,2968200,2,2397,1206,43,20,2.54656e+06,2,1451987,28888,1124,0,30.5787,0,0
Pactalan,2851,1317969,5477,270,19308,9,2557590,5,3452,2962,12,4,3.08835e+06,2,1317969,0,2796,55,55,0,0
PadlinaPL,1254,997951,873,72,11120,4,2349350,5,4490,2668,70,31,1.41103e+06,2,990561,7390,1254,0,19.4204,0,0
Palillo727,1558,792881,2216,80,11844,4,2033580,3,850,1845,320,80,791190,2,792881,0,1550,8,8,0,0
Pasder1918,1064,1063470,2666,258,17077,17,1831920,3,2263,2235,0,0,4.4162e+06,3,1039147,24323,1064,0,28.8764,0,0
Pastel_R,923,1100937,16126,1597,62356,1,3285990,6,4257,1802,3,1,5.79559e+06,3,1100937,0,906,17,17,0,0
Pathfinder0000,1000,1678377,1145,101,6774,27,3719910,9,8004,8698,0,0,1.27901e+07,2,1664876,13501,1000,0,23.7362,0,0
Patrick_damn,1679,1098740,1871,90,6235,8,2022900,4,2200,3060,206,30,2.8188e+06,3,1096852,1888,1668,11,23.3285,0,3.33699
PedramTheGreat13,1385,963335,3246,359,11320,6,1718210,3,2079,2219,13,7,2.99185e+06,1,963335,0,1380,5,5,0,0
Pelox2002,1211,854471,733,70,4931,8,1808840,4,3643,2489,26,8,4.55185e+06,2,848268,6203,1211,0,18.3205,0,0
PenaPerkele,913,1026808,5513,356,31892,8,3980500,7,4430,4199,113,22,3.70992e+06,2,1008225,18583,906,7,33.4007,60.1372,78.2523
PepeSilvia2287,1188,1354706,2287,176,7053,26,2414620,4,1637,5042,0,0,611460,1,1350163,4543,1168,20,36.5156,1,4.49983
Petite_sandale,1134,1040769,2836,431,15797,6,1681760,3,1847,2958,7,4,1.63935e+06,2,1029285,11484,1133,1,23.4911,92.2112,338.202
Phantasticals,1017,1030940,2466,100,16308,7,2457470,5,1903,3105,56,30,2.05988e+06,1,1030940,0,1007,10,10,0,0
Philipper21,1089,916039,1371,58,7904,3,1642310,3,963,2166,82,41,1.17003e+06,2,916039,0,1089,0,0,0,0
Phoenix41501,913,1128403,1456,75,8076,7,1736850,3,2799,2627,34,8,3.86144e+06,1,1128403,0,913,0,0,0,0
PhoenixATL1,1132,571767,577,101,6071,11,1645400,2,1553,1899,8,4,2.38812e+06,1,552702,19065,1132,0,26.6268,0,0
PiereDuck,690,890497,3405,84,23608,5,1926720,2,1784,1419,30,21,1.3505e+06,2,890497,0,663,27,27,0,0
PinkBanaana,1047,1016604,8948,81,40617,1,2935480,4,4053,3512,0,0,1.1271e+06,2,1016604,0,1047,0,0,0,0
Pink_Dimond,774,1805902,2308,88,9787,7,2761740,7,8208,3786,1,0,3.31312e+06,2,1805902,0,774,0,0,0,0
PjReckless,2579,1069795,226,49,1002,4,1352580,3,1486,4222,11,2,380485,2,1067572,2223,2579,0,13.0176,0,0
Ponthedance,856,1564248,3923,202,15348,7,2350850,4,2347,4038,2,0,750485,1,1521731,42517,849,7,41.7785,75,67.9499
Pontios227,1204,1186287,662,81,5246,5,1560650,3,3203,2938,3,0,2.78613e+06,2,1186287,0,1172,32,32,0,0
Pookim,1020,1361856,707,747,4357,3,1269340,2,2165,2600,0,0,6.32467e+06,2,1361856,0,1020,0,0,0,0
Pranik832,1000,1180221,2281,12,9801,10,1425480,1,912,1946,10,11,467625,2,1175448,4773,1000,0,16.7895,0,0
ProSniperWT,2306,768506,659,31,3565,1,1315600,3,1876,3193,0,0,3.77908e+06,1,765913,2593,2296,10,23.7024,3.63438,6.13376
ProkleepseBANANA,796,1231939,1470,119,9175,6,1885340,4,1811,2534,209,115,2.27552e+06,2,1231939,0,794,2,2,0,0
ProntOse,1379,648302,1390,63,5933,2,1578810,2,1258,2014,26,10,1.43751e+06,2,642580,5722,1379,0,17.8346,0,0
PsychoLoog,928,1028448,2354,100,17066,7,1704660,3,1717,1833,22,7,977950,2,1028448,0,920,8,8,0,0
Psychoman_BB,1173,1163386,1088,176,3670,9,1495640,3,1502,3560,0,0,3.04761e+06,3,1155447,7939,1173,0,19.8894,0,0
QuengadeBR,926,1232606,501,297,2448,7,1616770,4,2623,2353,6,0,4.12538e+06,3,1232606,0,922,4,4,0,0
QuietSoldiers,1164,980368,1868,3,5474,3,1788660,3,3127,3153,29,9,1.70927e+06,3,954127,26241,1164,0,29.6156,0,0
R0ad_Runn3r_383,1202,1000619,2900,111,19210,9,3158570,6,3426,2103,13,6,3.04315e+06,2,986566,14053,1160,42,66.0551,7.15952,16.3146
REVLESS,1243,1816085,118,63,416,4,2092500,4,3283,2398,16,5,4.1453e+06,0,1814807,1278,1225,18,28.8262,1.54676,4.8161
RIPnow1,2054,1533407,615,2,3801,5,2016280,4,2198,3124,0,0,3.9639e+06,2,1525441,7966,2051,3,22.9119,27.7979,8.84949
RaedervonWolff,1490,883810,2827,95,6881,6,2024160,4,2688,2833,60,5,1.61368e+06,2,883810,0,1481,9,9,0,0
Ragnar1818,833,958436,187,40,1166,3,1425180,3,1234,3146,0,1,2.66862e+06,2,958436,0,833,0,0,0,0
Rajuus,811,1082385,4851,29,18750,4,2183380,4,1863,3347,89,79,1.56158e+06,2,1082385,0,811,0,0,0,0
Rambos_Nachbar,1018,1032590,3565,108,10078,4,1963200,4,3322,5534,17,13,3.09682e+06,2,1032590,0,1018,0,0,0,0
Ranger_Rowelive,1150,867763,902,0,2092,756,1057850,1,678,1180,5,2,424925,2,867763,0,1150,0,0,0,0
Raphox,1130,1261919,528,23,3842,7,1538460,3,1759,4060,22,3,2.91229e+06,1,1261919,0,1130,0,0,0,0
Raptor771,1168,673814,1879,219,8914,5,1562160,3,2779,3032,8,2,4.1823e+06,1,673814,0,1168,0,0,0,0
Ratisfaction,817,1253620,1651,131,12235,9,3397940,9,5651,3043,4,1,2.32134e+06,2,1253620,0,817,0,0,0,0
Razer043,2015,902686,1950,26,15003,8,1617380,3,3477,3094,9,1,5.22153e+06,2,902686,0,2015,0,0,0,0
Redin21,917,1018239,2115,361,13750,7,1833840,4,2815,3241,39,17,3.74426e+06,1,1018239,0,914,3,3,0,0
Reekers69,1116,872312,452,72,4235,4,2035600,4,3050,2930,0,0,5.78972e+06,2,872312,0,1116,0,0,0,0
Rekruited,756,779721,1079,73,4882,6,1721640,3,1348,2921,90,48,2.19889e+06,1,779721,0,756,0,0,0,0
Respect195,745,2327414,641,77,755,288,2253870,4,2824,3727,0,0,3.93436e+06,2,2327414,0,745,0,0,0,0
Retiredarmy97,2016,2131878,785,73,4282,8,2169890,5,1080,2241,0,1,3.34906e+06,2,2131878,0,2016,0,0,0,0
RexZAtrium,1777,595557,1957,189,5909,3,1519680,2,1325,2880,12,2,2.52655e+06,2,595557,0,1777,0,0,0,0
Riseszle,628,656741,1498,157,6439,2,1473840,3,2400,2784,18,3,4.12731e+06,2,656741,0,628,0,0,0,0
RonDestiny,577,1413314,4529,407,24120,24,2409270,3,3151,1911,9,3,2.8745e+06,3,1405626,7688,577,0,19.6778,0,0
Rtuski,2078,1046702,2074,171,11719,6,1682990,3,2352,3804,2,0,3.65822e+06,1,1046702,0,2055,23,23,0,0
Rubata98,981,590416,667,68,8972,10,1419600,2,1356,1942,0,0,1.21039e+06,3,556785,33631,981,0,32.1665,0,0
Rustman-GB-,604,1422273,5104,125,12134,5,2750980,5,3768,3727,84,16,4.17036e+06,2,1422273,0,570,34,34,0,0
Rutmann,1446,1212013,661,106,4507,5,2864030,6,3181,4546,0,2,2.96045e+06,2,1212013,0,1446,0,0,0,0
