Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, ActInd, PTFOInd, TWInd
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
---JinnnX---,1724,1714702,1931,57,13563,12,3228840,7,5121,5115,7,7,8.25427e+06,2
-1PARA-Alex,1334,1600373,877,0,6021,18,3774950,8,7497,3810,0,1,1.30443e+07,0
-BFVN-Lu_Xu_Bu,1949,2174532,1618,125,8845,20,3354750,8,4293,6104,7,2,9.14888e+06,3
-FLA-TheDude,1345,1670489,1261,493,15334,21,3632320,8,6850,3605,2,0,1.19218e+07,2
-MYLF-Vigile,1785,2059440,697,61,3794,5,3131360,7,5191,6216,63,33,9.17279e+06,2
-NooB-ooTT,2086,2257154,4313,1940,18943,15,4526900,11,6932,8126,2,1,1.17173e+07,3
-RTCW-eponine,2086,2383987,5618,35,28157,4,2949780,7,3839,4306,0,1,8.47241e+06,3
-RUS-barny,1601,1531406,494,131,2248,2,1840060,4,2757,3445,50,12,7.67401e+06,3
-SnP-Rinya_Pista,2184,1926030,4934,145,14848,8,4315290,7,3874,7581,85,30,4.93329e+06,2
-TIF-Selande-xs,1841,1872446,481,104,5924,5,1723870,3,1713,4610,16,5,4.54731e+06,3
-TSF-Philou,2518,2395839,3134,476,17007,17,4076780,8,5936,3557,15,13,9.25795e+06,2
-v-Freakazoid-v-,2573,1695691,2325,13,5565,3,2671360,4,1333,1865,342,93,3.54756e+06,2
03MAZ995,1767,1897099,5072,115,35085,23,4674980,9,6746,4014,35,12,1.12248e+07,0
0602_CN,2705,2825644,3916,446,11763,9,4350330,8,4573,8296,3,0,1.48808e+07,3
0hLawd,2508,2590403,5998,172,20628,19,4741060,11,3198,7257,41,29,6.95475e+06,2
1-800-G3T-REKT,1636,1707232,609,68,2267,4,2441370,5,4827,3979,0,0,7.70753e+06,1
107_an_droid,1312,1336493,4467,594,20009,8,2657900,4,4260,4350,37,18,6.92681e+06,2
141_LoveAragaki,2315,1064547,3045,116,14788,6,1810170,1,860,1119,135,3,1.59271e+06,3
1ArchDemon1,1375,1738406,103,0,464,308,2872890,5,1108,3719,52,54,2.59209e+06,2
1nvective,905,1053936,3391,92,20151,10,2469890,4,1945,4121,9,7,4.46767e+06,2
1st-Phara0,1959,1484606,6363,57,15525,2,3298180,7,5348,5521,3,2,5.51598e+06,2
3xtr3me_HFw_GER,1507,1502730,139,45,33,194,1464020,4,5493,5622,0,0,1.02851e+07,2
4xiom,1033,1245786,1982,368,7834,8,2080800,3,995,3433,0,0,2.34765e+06,1
501br_Ryu,1506,1649827,2773,164,14174,7,2388630,6,7307,5318,5,0,1.0084e+07,1
6-KiRuO-9,953,1231515,4390,175,27328,19,2703700,6,2599,5465,10,0,4.52481e+06,2
67TonyMontana,1460,1662503,2775,354,9628,7,3733720,9,4627,4728,18,3,8.59939e+06,2
77RNS77,3910,3890771,3647,190,26765,9,4934670,11,9405,5048,21,2,1.51004e+07,0
7eitgeist,1928,2266484,1306,179,19544,15,2190310,4,4848,5677,2,0,8.50444e+06,3
83Emery,1359,1797491,10543,0,71070,943,3129840,5,4928,5599,3,0,8.71972e+06,1
888_Hs_Deluxe,1099,1485428,1061,171,4680,4,2873010,5,1584,4849,24,9,3.3861e+06,2
88Diez88,1362,1569086,525,140,8257,8,2642530,5,2935,3826,29,4,6.52961e+06,2
9PA_7521_CM3X,1293,1173962,980,106,4896,2,2272260,4,3047,3008,50,4,7.95072e+06,2
A7232789237,1132,1547468,269,565,2299,6,1892230,4,1841,4678,0,0,4.12405e+06,2
AD-Velox_xx,1944,2302210,2842,51,10718,25,3616810,8,3631,5184,2,0,6.80646e+06,2
AKULAKOT-BF,1194,1448686,2065,80,8794,8,2907000,7,5410,7370,123,30,9.08899e+06,2
AL3N_44,1392,1682204,955,184,7978,14,2962570,8,3598,5767,2,2,7.91795e+06,3
