Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, ActInd, PTFOInd, TWInd
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2142-AMON13-,6,6970,0,0,0,1,20070,0,6,9,0,0,20020,2,25.0457,5.75799,7.605
-AnserMagnus-,1,1060,0,0,0,0,370,0,0,4,0,0,2620,2,11.1725,8.12483,4.38582
-BRT-mdlchrist,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
-BS-Cadman,27,20420,2,0,4,0,47260,0,49,36,0,0,88140,2,54.2426,8.90273,6.46784
-HERO-CHENZHIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
-LostinRust-,1,1240,20,0,79,0,2620,0,1,1,0,0,4870,2,11.7179,4.21508,106.154
-NFN-Helden,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
-SkCr-Devin,5,4242,0,0,6,0,7880,0,19,23,0,0,52450,1,21.1429,17.8098,7.3007
-UsedPlayer-,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
-V3-majorfreim,3,2273,0,0,0,0,0,0,5,19,0,0,7020,2,16.1144,16.2972,0
-ex1s-88,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
-o-Feet-o-,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
-sSadiXx-,17,17494,0,0,0,1,35460,0,68,32,0,0,91420,2,42.8751,14.0011,6.75735
-tk_mako,1,510,0,0,0,0,0,0,0,0,0,0,0,2,8.97298,0,0
-uG-HQRacing16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
-xxTaIonxx-,6,5965,0,0,0,0,9610,0,25,28,0,0,26400,1,24.0833,17.9724,6.32554
1024_yin,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
180302neon,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1988pl,7,8065,32,0,21,0,15440,0,21,20,0,0,25280,2,26.994,11.9351,13.8525
1Kamikaze,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1eyedking-xd-,1,390,0,0,5,0,110,0,1,2,0,0,1450,3,8.29163,6.0747,8.23853
1icezera,5,3963,35,0,219,0,13040,1,9,9,0,0,34600,1,20.7813,8.24144,57.1462
21_Anarchy_21,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
2duka2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3K-Mason,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3ar1ofcur1,9,9960,37,0,15,0,17290,0,22,17,0,0,21050,2,30.4497,8.79297,11.6204
4oKySnuK,6,2194,0,0,57,0,3640,0,0,0,0,0,0,2,18.9608,0,13.9616
5tok3r,4,3422,27,0,80,0,7920,0,6,12,0,0,9950,0,19.0285,9.40534,32.6706
6000_BOJIbT,2,1940,0,0,0,0,3500,0,0,1,0,0,100,2,14.4405,1.00814,6.46784
61Trabz,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
66Eagle66,5,5437,6,0,6,0,4010,0,11,27,0,0,14760,2,22.5337,15.5766,7.32162
6ewehrw0lf,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8BuzzDee8,1,1294,8,0,23,0,2450,0,0,0,0,0,5100,2,11.8711,0.224025,38.0354
91ronnie,4,5045,12,0,30,0,21930,0,14,16,0,0,30150,2,21.1022,16.0962,18.6047
97VR4JON,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9TMK9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ACE_RoXXoR,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
AMOK_Colonel_JGF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTIHERO202,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ARSval,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ATEO21,0,640,0,0,0,0,640,0,0,1,0,0,970,2,8.5992,0,0
ATF_Fish7O2,22,16832,11,0,8,0,37180,0,48,40,0,0,82025,1,47.5448,10.7185,6.41168
