Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, ActInd, PTFOInd, TWInd
KillerKeg,1,285,0,0,0,0,460,0,0,0,0,0,342035,1,7.56846,10.0656,4.63116
Knoffen,2,1593,7,0,8,0,2050,0,2,1,0,0,1.25784e+06,2,13.6503,36.5844,12.6582
KoJloBpaT,4,5541,21,0,82,0,12580,0,10,20,0,0,7.57016e+06,2,21.6447,194.221,32.4887
Kr0wzer,3,2167,0,0,0,0,5630,0,9,10,0,0,28455,2,15.9075,13.0404,6.58125
Kuiolek,1,837,0,0,0,0,2360,0,0,3,0,0,3.50087e+06,2,10.403,93.1236,6.96992
LEKOKU,6,9658,3,0,76,0,12490,0,14,27,0,0,882160,2,27.2309,37.1641,19.7541
LL0G1CC,10,8269,18,0,66,0,16490,0,37,20,0,0,711540,2,30.161,30.8014,14.3724
LVGENT,8,11914,48,0,270,0,28030,1,75,65,0,0,263435,2,30.7681,42.9147,46.6933
Liveretto,0,0,0,0,0,0,0,0,0,0,0,0,488975,2,0,0,0
LognBerry,0,0,0,0,0,0,0,0,0,0,0,0,2.2468e+06,1,0,0,0
Lseeder57,0,0,0,0,0,0,0,0,0,0,0,0,896325,3,0,0,0
LtMike_Powell_EU,29,16358,8,0,15,0,10650,0,15,29,0,0,3.6429e+06,2,54.303,93.4197,4.3769
LuckyAeronaut,0,0,0,0,0,0,0,0,0,0,0,0,430215,0,0,0,0
LudwigCheng,0,0,0,0,0,0,0,0,0,0,0,0,3.75857e+06,2,0,0,0
Lupidoll,0,0,0,0,0,0,0,0,0,0,0,0,1.35762e+06,2,0,0,0
MacDirty83,0,0,0,0,0,0,0,0,0,0,0,0,849750,2,0,0,0
Maravat,0,0,0,0,0,0,0,0,0,0,0,0,2.10293e+06,2,0,0,0
MarceloZW,0,0,0,0,0,0,0,0,0,0,0,0,242125,1,0,0,0
MarcoG1983,10,6270,18,0,101,1,33860,0,0,0,11,1,3.05045e+06,2,28.3861,80.6146,19.6282
