Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, ActInd, PTFOInd, TWInd
SeptimusTOS,14,15413,26,0,195,1,34210,0,28,16,0,0,167650,1,38.8066,11.2262,22.0304
Sergeant-BMO,6,3340,40,0,205,0,5410,0,0,0,0,0,1.65397e+06,3,20.9076,43.3167,45.4787
Sf-FirePhoenix,0,0,0,0,0,0,0,0,0,0,0,0,2.676e+06,2,0,0,0
SgtBrUtal1Ty,0,0,0,0,0,0,0,0,0,0,0,0,1.1426e+07,2,0,0,0
Sh00terMcG,6,5582,0,0,0,0,6010,0,6,21,0,0,643650,2,23.6881,27.0464,5.62482
Sh4rpD1ck,0,0,0,0,0,0,0,0,0,0,0,0,1.44425e+06,2,0,0,0
Shaddman1337,19,13115,56,16,144,0,29200,0,39,25,0,0,1.50795e+06,2,42.5081,45.7492,17.2603
Shadoxfilms,7,5619,7,0,18,0,8330,0,17,9,0,0,838925,1,24.727,30.0645,8.87336
Shaman-L31,23,31011,62,0,515,0,41040,1,43,69,0,0,1.19582e+06,0,54.3094,41.0438,31.499
ShevermiN,20,10370,0,0,0,0,11900,0,28,22,0,0,8.33326e+06,0,41.7397,201.098,4.93889
ShopChannelTheme,28,21196,72,14,446,1,40910,0,46,127,0,0,273120,3,55.5831,20.182,25.1825
Sinister39,0,0,0,0,0,0,0,0,0,0,0,0,1.58295e+06,1,0,0,0
SirChadders,8,6190,0,0,0,0,17740,0,45,16,0,0,431935,2,26.3077,27.4827,6.86185
Sixarn,6,3639,7,0,23,1,9350,0,15,11,0,0,379845,2,21.3394,19.0871,11.2826
Skylark-AOM,10,10200,0,0,6,0,21710,0,20,20,0,0,4.80648e+06,1,31.6204,125.151,6.82598
Skyruku,0,0,0,0,0,0,0,0,0,0,0,0,2.45859e+06,2,0,0,0
SlaveM4ster,21,18185,110,0,539,0,49800,0,88,92,0,0,923774,2,47.2111,42.2191,36.978
Sm0kingGoose,9,9081,35,0,87,0,11200,0,20,18,0,0,100125,2,29.7998,11.2609,18.9389
SmokeyLokiNZ,0,0,0,0,0,0,0,0,0,0,0,0,104570,3,0,0,0
SnakeEsto,0,0,0,0,0,0,0,0,0,0,0,0,3.89539e+06,2,0,0,0
Sniper-Hauke,0,0,0,0,0,0,0,0,0,0,0,0,3.92165e+06,2,0,0,0
Snotgeit,12,7545,0,0,274,0,15980,0,20,27,0,0,2.70227e+06,2,31.5551,75.4253,28.0401
Solfaur,0,0,0,0,0,0,0,0,0,0,0,0,7.18884e+06,2,0,0,0
SouL_Of_DeSeRTTR,0,0,0,0,0,0,0,0,0,0,0,0,5.78363e+06,2,0,0,0
SournoisFox,15,15645,22,2,139,0,20270,0,32,60,0,0,2.13924e+06,2,39.9303,67.0368,16.0627
Sparko85,18,18329,32,0,51,0,42120,0,87,65,0,0,283710,2,44.28,24.4735,10.9551
Spiroku,21,20314,184,0,518,0,86200,0,74,57,0,0,666214,1,48.1954,30.631,41.0039
Springtoifel69,11,8596,14,0,52,0,20620,0,17,9,0,0,2.20971e+06,2,31.4231,60.7237,12.5795
Squanch3r,6,6679,30,15,45,0,9120,0,9,22,0,0,235600,2,24.7771,17.1423,21.244
StanisVC,0,0,0,0,0,0,0,0,0,0,0,0,839045,2,0,0,0
StefanieCH,2,1340,0,0,0,0,1390,0,4,0,0,0,101475,3,12.9983,7.30105,5.13448
StodehTV,12,10581,9,0,7,0,17940,0,10,89,0,0,3.63145e+06,2,33.8861,106.154,7.21814
StoffeMaestro,0,0,0,0,0,0,0,0,0,0,0,0,189876,0,0,0,0
StormwalkerGER,8,8247,3,0,8,0,26360,0,43,32,0,0,1.21778e+06,2,28.1431,50.5898,8.57642
StretchyBlackMan,7,7850,40,4,143,0,13920,0,22,33,0,0,4.39355e+06,2,26.8149,122.716,32.6773
SubAtomicFire,2,2041,0,0,0,0,1800,0,8,9,0,0,22875,1,14.6525,17.8546,5.47723
SubBizkit,5,2359,1,0,0,0,2040,0,1,4,0,0,1.67518e+06,1,18.2776,45.8332,4.49433
SuperMagicHaze,1,1298,0,0,0,0,2570,0,12,4,0,0,1.61408e+07,2,11.8823,396.696,7.12005
Supressor12,9,10591,3,0,4,1,12610,0,33,27,0,0,900070,1,30.8929,37.6186,6.118
SwissSoldierBoy,31,33362,0,0,5,0,43490,0,72,50,0,0,5.29702e+06,2,63.0806,135.297,6.11909
TAAAAAAAAASTY,5,4437,37,0,146,0,9160,0,15,26,0,0,1.33764e+07,1,21.3863,321.694,42.5423
TATAMARE84,10,8430,0,0,0,0,11470,0,8,8,0,0,151165,2,30.2909,7.75317,5.81957
TATTEL,1,970,1,0,0,0,400,0,2,1,0,0,407355,2,10.8763,17.8257,5.47214
TBowBTow,6,6694,55,0,107,0,9320,0,11,14,0,0,1.65001e+06,2,24.7911,51.2203,33.2776
TFS_Punisher,6,6741,64,0,391,0,21620,0,27,28,0,0,559245,2,24.835,33.8464,82.7476
THRASHER21,15,15290,0,0,0,0,43320,0,50,97,0,0,6.85131e+06,2,39.7405,182.231,7.33076
TT-33_Luo,18,16952,0,0,0,0,11480,0,14,42,0,0,106850,3,43.6053,9.46041,5.02383
TaePae,0,0,0,0,0,0,0,0,0,0,0,0,3.73926e+06,2,0,0,0
Taika-Jim,0,0,0,0,0,0,0,0,0,0,0,0,841859,2,0,0,0
Talkizor,5,5334,0,0,22,0,6240,0,7,12,0,0,180870,2,22.4224,12.6029,9.94366
TazDingoooo,7,10117,68,0,374,0,38070,0,31,37,0,0,204525,2,28.5617,25.272,71.5874
Temuiini,14,13221,3,0,74,1,20310,0,41,44,0,0,4.32182e+06,2,37.5712,118.071,11.1708
TerranMarineJ,14,13840,22,0,171,1,56000,0,86,84,0,0,799550,1,37.9331,46.0597,20.9527
TheDocWillSeeYou,2,2248,17,0,11,0,4000,0,4,7,0,0,7750,1,15.0662,11.3245,20.6874
TheMaster761,13,14482,0,0,6,0,20160,0,43,43,0,0,560474,0,37.2972,28.8786,6.27455
TheRealParadigma,3,3900,0,0,0,0,4580,1,5,11,0,0,200500,2,18.6973,16.1586,6.25012
Thirstydogg,18,17212,8,0,61,0,20600,0,16,23,0,0,308460,2,43.7355,13.1518,8.81576
Thumper392,17,16433,20,0,83,0,18840,0,13,24,0,0,33790,1,42.3416,5.21513,11.7695
Thunderst0rmm,19,17792,0,7,23,1,28420,0,63,45,0,0,7.5797e+06,2,45.0211,190.433,7.21814
Time_P90-RushB,0,0,0,0,0,0,0,0,0,0,0,0,109175,3,0,0,0
TlE_Ru,10,6854,0,0,0,0,13580,0,7,11,0,0,2.13457e+06,3,28.9395,57.9249,6.07051
Todbringer2015,22,27062,0,0,2,0,22220,0,24,42,0,0,256800,2,51.921,13.7312,5.63742
Tolikas81,0,0,0,0,0,0,0,0,0,0,0,0,1.02132e+07,2,0,0,0
TranzudoDvT,3,1802,0,0,0,0,5020,0,4,4,0,0,1.19813e+06,0,15.1385,37.1012,6.39549
TronCSBF,0,0,0,0,0,0,0,0,0,0,0,0,1.74538e+06,2,0,0,0
Tsedaqah,12,11634,2,8,60,0,15950,0,36,42,0,0,69200,1,34.5885,15.3284,11.0378
Unkn0wn_Genera1,4,3140,0,0,67,0,7200,0,14,18,0,0,693325,2,18.6042,35.3317,22.5136
VME23,16,18713,121,0,205,0,23570,0,19,78,0,0,2.76861e+06,2,42.4621,81.9905,26.1951
VULKANICFROST,15,13585,35,4,172,0,24330,0,58,53,0,0,2.68826e+06,2,38.7853,82.0943,20.3462
Vali0511,0,0,0,0,0,0,0,0,0,0,0,0,2.3218e+06,2,0,0,0
VictorMortar,0,0,0,0,0,0,0,0,0,0,0,0,500,2,0,0,0
VilplayGames,6,6680,0,0,0,0,4340,0,13,14,0,0,197154,3,24.7781,15.0642,5.18543
VittuYard2305_IT,7,10082,11,0,44,0,17180,0,31,39,0,0,730125,2,28.5368,40.2798,14.0383
Vla4n,7,5022,14,0,16,0,13070,0,28,34,0,0,678935,3,24.0762,35.96,10.5733
VladimirSKYua,8,6438,0,0,0,0,4370,0,22,12,0,0,6.87452e+06,2,26.5487,171.748,4.83391
Vocal_Leader,7,7911,116,0,213,0,14910,0,27,2,0,0,648526,1,26.866,26.1728,53.7935
Vollstrecker1974,0,0,0,0,0,0,0,0,0,0,0,0,294800,2,0,0,0
Vuk_Mandusic,0,0,0,0,0,0,0,0,0,0,0,0,4.02244e+06,2,0,0,0
WOODEN-STALLION,13,11184,90,0,480,0,47900,0,57,45,0,0,363712,2,35.2937,25.6522,50.7908
WSyroka,6,5156,77,0,0,0,19370,0,26,26,0,0,975045,2,23.2266,43.5145,19.5376
WazlavKhan,1,4768,1,0,0,0,5680,0,5,2,0,0,391103,2,17.7836,25.3898,9.68135
Weihnachtstraum,5,5074,3,0,5,0,12150,0,23,12,0,0,2.74512e+06,2,22.1349,83.4365,8.02104
WenDao-Mz,4,5849,14,0,29,0,12320,0,12,45,0,0,3.69177e+06,2,21.9655,119.552,17.4497
WereWolf1952,17,16156,8,0,14,0,20060,0,22,22,0,0,122174,1,42.1985,8.91142,6.86098
WikiCaesar,5,5550,0,0,0,0,13150,0,8,15,0,0,1.13606e+07,2,22.6543,271.237,7.16125
WildWestGang,0,0,0,0,0,0,0,0,0,0,0,0,3.6848e+06,1,0,0,0
WilieSee,32,30365,0,0,5,0,31860,0,50,87,0,0,307760,1,63.0907,17.1327,5.61637
Wolf_von_Moskau,0,0,0,0,0,0,0,0,0,0,0,0,1.56511e+07,2,0,0,0
WutaDalek,10,12448,79,0,197,0,24700,0,24,47,0,0,8.45157e+06,1,33.103,212.706,34.0498
Wystrow,0,0,0,0,0,0,0,0,0,0,0,0,1.63749e+07,2,0,0,0
X-HOWITZER-X,25,23479,25,8,58,0,82600,0,116,96,0,0,416476,1,53.5388,28.0698,10.5816
X-TREACHER0US-X,0,0,0,0,0,0,0,0,0,0,0,0,867824,3,0,0,0
X3-WidowMaker,0,0,0,0,0,0,0,0,0,0,0,0,263460,2,0,0,0
XX_S4nt0S_XX,8,7053,34,0,279,0,18170,0,23,19,0,0,84615,3,27.1209,12.7967,45.9033
XelariX,0,0,0,0,0,0,0,0,0,0,0,0,687855,2,0,0,0
XtrLoLz,0,0,0,0,0,0,0,0,0,0,0,0,3.16566e+06,2,0,0,0
Xxxxxxander,6,4138,0,0,0,0,4150,0,8,14,0,0,1.29799e+06,3,22.01,41.5792,5.12707
Y_Crowell_,5,3591,4,0,15,0,2860,0,3,8,0,0,277900,3,20.2717,12.3137,7.89045
Yak182,0,0,0,0,0,0,0,0,0,0,0,0,5.23342e+06,2,0,0,0
YichenFly,6,4286,0,0,2,0,1530,0,2,11,0,0,1.66844e+06,3,22.1984,47.6691,3.99609
YonduApex,0,0,0,0,0,0,0,0,0,0,0,0,7.24447e+06,2,0,0,0
YuckFou99,0,0,0,0,0,0,0,0,0,0,0,0,372728,2,0,0,0
Yuudachicyan,14,14500,1,0,16,0,21670,0,24,45,0,0,134980,3,38.3072,13.2849,7.27152
ZAVIONA,22,20434,0,0,0,0,53430,1,29,48,0,0,1.39671e+07,2,49.2488,325.356,7.0196
Z_Brzezinski,0,0,0,0,0,0,0,0,0,0,0,0,227425,2,0,0,0
Zadarsky,25,26516,2,14,3,2,105480,0,124,148,0,0,3.26448e+06,1,54.7186,102.62,8.05939
ZaeL9k,30,21313,195,0,374,0,108900,0,227,133,0,0,982525,2,57.6337,50.7031,25.7621
Zbrojmiszcz,2,2125,0,0,0,0,3880,1,5,6,0,0,2.14184e+06,2,14.8236,66.099,6.63667
Zetorgan,0,0,0,0,0,0,0,0,0,0,0,0,2.74173e+07,2,0,0,0
Zh1m,7,6891,18,0,52,1,10600,0,15,37,0,0,315215,1,25.9735,23.3362,16.2378
Zondr3x,28,27059,9,37,131,0,24320,0,21,52,0,0,805750,1,57.9199,27.2181,11.4279
Zorieke,0,0,0,0,0,0,0,0,0,0,0,0,3.7469e+06,2,0,0,0
Zweefkaak,0,0,0,0,0,0,0,0,0,0,0,0,3.08635e+07,2,0,0,0
__-S-y-N-e-A___0,2,1638,0,1,0,0,4700,0,1,5,0,0,7.06039e+06,2,13.7589,173.891,6.96253
___Havasuvian___,17,15849,1,0,2,0,21930,0,77,42,0,0,184500,1,42.0381,19.706,5.99304
a5620273_Tw,12,14290,6,0,21,1,40030,1,35,30,0,0,1.42266e+06,3,36.1894,47.655,9.59931
a_headphoneactor,10,11682,53,0,229,0,15380,0,25,38,0,0,2.28243e+06,3,32.6195,70.4609,34.2624
adnantuna1988,4,3313,0,0,3,0,5150,0,15,21,0,0,7.5484e+06,2,18.8674,196.738,5.98956
alex5105,3,2278,2,0,31,0,4870,0,7,6,0,0,1.3102e+06,2,16.124,42.8811,17.3472
allen4103113,0,0,0,0,0,0,0,0,0,0,0,0,1.8527e+06,3,0,0,0
alma1816,2,3140,1,0,10,0,2990,0,5,17,0,0,9.85293e+06,2,16.6042,251.447,11.2181
alphajames5,0,0,0,0,0,0,0,0,0,0,0,0,554750,1,0,0,0
amsterdam12,0,0,0,0,0,0,0,0,0,0,0,0,1.43038e+06,2,0,0,0
angel22go,3,5536,8,0,29,0,13080,0,8,8,0,0,220145,1,20.6394,16.7106,20.1259
ari19960117,0,1940,0,0,0,0,3130,0,6,3,0,0,231275,2,12.4405,0,0
azrael_AUT,9,6083,21,0,77,1,19100,0,34,19,0,0,2.699e+06,2,27.2017,79.348,17.7871
baobao665,12,8652,17,0,31,0,6870,0,18,34,0,0,1.66356e+06,3,32.4673,51.5502,8.89045
belta_mcmullen,21,19172,36,0,225,1,38470,0,71,59,0,0,270350,3,47.6765,20.1057,18.5414
berry_pain,6,4495,11,0,64,0,6260,0,8,15,0,0,1.62703e+06,2,22.4573,49.6601,17.6829
bigguyhawaii,18,14439,11,0,38,1,35980,0,48,64,0,0,614640,1,42.2731,29.2926,8.68573
bilgekulkadir,17,19631,37,0,79,0,39090,0,61,55,0,0,3.59746e+06,2,43.8875,102.366,12.9244
bisutu,0,0,0,0,0,0,0,0,0,0,0,0,427555,3,0,0,0
bjrnruffing,0,0,0,0,0,0,0,0,0,0,0,0,545412,0,0,0,0
bkS_SpaS,20,18131,24,0,122,1,14050,0,18,56,0,0,1.49739e+06,2,46.1851,46.4903,12.1474
blackmamba010,7,6751,0,0,0,0,10070,0,4,12,0,0,3.19739e+06,2,25.8443,84.0529,6.158
boehoem,0,0,0,0,0,0,0,0,0,0,0,0,1.39624e+06,2,0,0,0
brazzMunky,0,0,0,0,0,0,0,0,0,0,0,0,3.64202e+06,2,0,0,0
burnoutGT,15,14180,3,0,15,0,20540,0,27,46,0,0,547450,1,39.1273,24.5372,7.08276
cApturE2F,0,0,0,0,0,0,0,0,0,0,0,0,867475,3,0,0,0
cCik,18,20510,11,0,34,0,88900,0,34,73,0,0,2.21115e+06,2,45.2825,67.7582,10.3828
caligula03,8,5683,8,0,14,0,8440,0,7,13,0,0,1.7235e+06,2,25.794,50.0082,7.69919
capt-eagle1928,2,2180,0,0,0,0,1220,0,8,6,0,0,156235,3,14.9332,18.899,4.96973
carbonsoldier11,1,1144,0,0,0,0,350,0,4,4,0,0,7.88646e+06,2,11.4341,202.228,4.32531
catalind,7,7864,0,0,0,0,8800,0,14,15,0,0,1.45211e+06,2,26.8266,46.379,5.95434
ceLL0n,4,4300,15,0,46,0,10420,0,4,6,0,0,145650,1,20.216,9.59407,22.1442
chaoZ1Fox,4,4628,44,0,163,0,19010,0,22,16,0,0,3.06297e+06,2,20.6179,95.9081,59.3027
checheno_b4ndito,0,90,0,0,0,0,340,0,0,0,0,0,4.02401e+06,2,4.47469,0,0
cheeki_br33ki,16,20463,69,0,118,0,52380,0,65,123,0,0,9.03044e+06,2,43.2617,234.438,18.5637
chesterkill,9,10144,0,0,0,0,15590,0,10,33,0,0,2.11861e+06,2,30.5808,63.5424,6.45115
chunhohuen,21,25754,0,0,156,1,40510,0,72,76,0,0,2.86037e+06,3,50.4314,86.1516,13.6272
code2848,3,1829,0,0,0,0,3680,0,5,6,0,0,8.68838e+06,3,15.1988,210.921,5.91729
col_Diablo,11,10970,0,6,3,1,18100,0,21,33,0,0,2.41322e+06,1,33.1508,70.5765,6.36856
crystalspire,4,4510,0,0,0,0,9670,0,8,15,0,0,8.63264e+06,3,20.4756,213.694,7.01163
cso7777,9,10303,12,0,89,0,18370,0,35,49,0,0,163650,2,30.6929,23.1117,17.7214
cvnoz,0,0,0,0,0,0,0,0,0,0,0,0,5.34659e+06,2,0,0,0
cvreed13205,30,15834,0,0,0,0,33910,0,39,11,0,0,643650,2,55.0302,21.0464,5.79789
d-h_flash_2050,0,0,0,0,0,0,0,0,0,0,0,0,2.71179e+06,1,0,0,0
darklordjack01,8,4483,12,0,24,0,4720,0,7,7,0,0,503000,0,24.4427,17.3678,8.92848
daroth890,3,3190,0,1,26,0,4700,0,8,7,0,0,29385,2,17.6812,11.0711,15.2907
daymobrown,10,11185,8,2,8,0,20480,0,18,34,0,0,554340,2,32.2944,25.7179,7.72717
dev-tla-,53,35793,25,2,115,1,124820,0,20,35,0,31,346310,2,85.8409,14.1815,8.96623
dixvincit,5,4652,0,0,0,0,6970,0,25,22,0,0,1.28776e+06,2,21.6465,52.3257,6.11034
dontilt,20,17529,245,0,953,0,95700,0,77,75,0,0,551620,2,45.8923,30.6466,67.3171
dordokamaisu,12,12004,27,0,88,1,18630,0,53,71,0,0,231248,2,34.8252,27.021,15.2766
dultak,0,0,0,0,0,0,0,0,0,0,0,0,261905,1,0,0,0
eLSilencio,33,30156,74,24,295,2,133700,1,180,114,0,0,2.73442e+07,1,64.0193,615.813,18.9779
eXecu7able,12,7400,17,0,43,0,36600,0,57,29,0,0,1.44366e+07,2,31.4292,342.397,12.4315
emu1981,3,2731,0,0,0,0,1700,0,10,17,0,0,143655,3,16.941,22.5364,4.87758
f3rdifuchs,1,738,0,0,0,0,1110,0,0,1,0,0,85575,2,10.017,4.82559,5.77206
fabtulle19fr,10,8195,116,0,594,0,18880,0,22,39,1,0,4.68801e+06,2,30.1007,126.449,77.5917
fakebloodNZ,24,24025,39,1,145,0,46590,0,52,144,0,0,1.36046e+07,3,52.7581,326.589,13.6375
falchion_akko,0,0,0,0,0,0,0,0,0,0,0,0,1.3241e+06,3,0,0,0
fit8707,0,0,0,0,0,0,0,0,0,0,0,0,2.80848e+06,2,0,0,0
flashpointy,10,8910,0,0,0,0,8320,0,21,10,0,0,45150,3,30.6685,7.57974,5.3707
fleecymonkey,0,0,0,0,0,0,0,0,0,0,0,0,32205,2,0,0,0
fmemsate,0,0,0,0,0,0,0,0,0,0,0,0,53050,2,0,0,0
froyd12,10,9108,0,0,0,0,12430,0,25,35,0,0,70470,0,30.8203,14.3673,5.93769
galon007,0,0,0,0,0,0,0,0,0,0,0,0,21725,2,0,0,0
gaoYCCCY,9,7350,16,0,106,0,17040,1,27,28,0,0,980115,3,28.3854,38.6424,19.5961
genmaicya,7,5992,22,0,31,0,8960,0,8,14,0,0,1.04843e+06,3,25.1105,34.3608,12.9814
getChrysanthemum,0,0,0,0,0,0,0,0,0,0,0,0,494100,0,0,0,0
go2theG,0,0,0,0,0,0,0,0,0,0,0,0,87450,2,0,0,0
gold2123,4,3602,0,0,7,0,1300,0,9,25,0,0,1.11325e+07,2,19.2872,274.293,5.24591
goldibfh,6,6873,16,51,71,0,25710,0,31,20,0,0,161360,2,24.957,22.0461,31.0907
grambor,43,35741,11,0,15,0,62700,0,152,61,0,0,2.76666e+06,2,75.825,78.9444,6.1793
grand_broSi,6,5400,28,0,136,0,14700,0,25,6,0,0,931395,2,23.4939,35.412,34.0354
graufes,18,12477,39,0,69,1,31400,0,41,49,0,0,210350,2,41.1209,16.4359,12.4623
guggi110,16,17434,53,0,192,0,29720,0,31,48,0,0,2.00017e+06,2,41.8455,60.6974,21.5645
hOnKji,2,2988,0,0,0,0,4930,0,3,15,0,0,1.68692e+06,2,16.3649,62.1189,7.04619
hallijib,13,13792,61,0,154,0,38320,0,55,85,0,0,1.63477e+06,3,36.9054,63.8487,23.3679
hammers182,0,0,0,0,0,0,0,0,0,0,0,0,4.80112e+06,2,0,0,0
hannibal0s,5,5158,5,0,24,0,7540,0,9,44,0,0,1.21034e+06,2,22.2288,53.405,11.2316
hanniball4,0,0,0,0,0,0,0,0,0,0,0,0,1.17308e+06,2,0,0,0
headbanger66,11,11590,33,0,199,0,17190,0,15,15,0,0,4.62002e+06,2,33.56,117.897,27.2867
hechmi_R,15,15595,8,0,58,0,31390,0,33,28,0,0,1.72103e+07,2,39.9037,395.364,10.763
heman30c,0,0,0,0,0,0,0,0,0,0,0,0,4.01734e+06,2,0,0,0
hh34,0,0,0,0,0,0,0,0,0,0,0,0,1.10849e+06,1,0,0,0
hiirooh,21,27994,0,0,0,0,23300,0,41,147,0,0,3.89437e+06,1,51.2603,113.236,5.77076
hitboos,18,15274,0,0,0,0,22600,0,45,25,0,0,287824,2,42.7318,15.5866,5.95197
hoenni01,30,18356,113,0,194,0,55000,0,82,78,0,0,3.12011e+06,2,56.2929,88.2458,16.5432
huwahuaw3,6,5310,0,0,0,0,21100,0,12,13,0,0,2.79546e+07,3,23.3963,619.392,7.70038
