Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, ActInd, PTFOInd, TWInd
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1MarcosRocha,0,0,0,0,0,0,0,0,0,0,0,0,217935,1,0,0,0
-CN-PoisonArrow,0,0,0,0,0,0,0,0,0,0,0,0,5.00717e+06,2,0,0,0
-ESi-Clemente,8,7050,6,0,25,0,17610,0,16,27,0,0,757400,1,27.1182,30.9804,9.84944
-En3-Aida67,9,8192,0,0,0,0,9370,0,17,27,0,0,354810,2,29.0983,19.4116,5.68019
-II-MaladiA-II-,0,0,0,0,0,0,0,0,0,0,0,0,98925,2,0,0,0
-SAC-MyTank,10,9096,0,0,0,0,11000,0,9,33,0,0,223650,3,30.8112,14.8087,5.75901
-SAGA-084,32,28485,24,0,70,0,37450,0,32,68,0,0,3.35929e+06,3,62.436,89.8301,7.84853
-T0MT0M-81,5,5720,8,0,37,0,16920,0,20,12,0,0,828660,2,22.8325,34.8029,16.6271
-TIF-Megatron,10,7805,3,6,11,0,5260,0,4,8,0,0,404435,3,29.777,13.7475,6.78902
-aQ-Faceman,8,8615,68,0,266,0,27990,0,26,69,0,0,513670,2,28.4381,37.6491,48.6905
-bZ-Dustbuster,2,3730,16,0,32,0,6620,0,8,10,0,0,321400,2,17.466,27.5048,31.585
-keep-away-bro-,0,0,0,0,0,0,0,0,0,0,0,0,3.06384e+06,2,0,0,0
-veN-ViClOUS,0,0,0,0,0,0,0,0,0,0,0,0,313310,2,0,0,0
0oTiTio0,15,12726,66,0,151,1,40800,0,32,47,0,0,975505,2,38.2735,36.5261,21.2217
1225gosh,8,11043,0,0,0,0,11120,0,35,35,0,0,1.08407e+06,2,30.1997,46.2544,6.10596
123bbc,2,1503,0,0,0,0,3930,0,2,4,0,0,605355,2,13.4269,23.0509,6.65795
123washere,5,8386,4,0,0,0,8750,1,10,41,0,0,8.17834e+06,1,25.2555,212.679,6.46784
141Ghosts,39,44481,0,50,4,0,84340,0,90,108,0,0,7.73163e+06,3,74.3055,192.8,7.81889
1XxXeRoXxX1,4,3148,0,0,0,0,3960,0,9,14,0,0,1.53802e+06,1,18.6166,51.4856,5.6093
2Fast2Jumpen,15,11398,136,0,266,0,45200,1,31,63,0,0,7.68084e+06,2,37.4349,193.675,33.4088
2HungryEars,37,16071,0,0,0,0,16740,0,3,0,0,0,3.4162e+06,1,62.1543,85.1549,4.61089
2_Sauced_2_Pork,13,14962,5,0,30,0,27700,0,49,67,0,0,1.83712e+06,1,37.5624,64.763,8.79352
2ez4gg,0,0,0,0,0,0,0,0,0,0,0,0,101300,0,0,0,0
2nded,0,0,0,0,0,0,0,0,0,0,0,0,103350,1,0,0,0
3ya4,3,2465,0,0,5,0,4300,0,10,8,0,0,431925,3,16.4733,24.4824,7.15264
5w1n3,0,0,0,0,0,0,0,0,0,0,0,0,9.80409e+06,2,0,0,0
68Fatjoe,10,8492,0,11,2,0,31900,0,19,50,3,1,4.91641e+06,2,30.3404,133.655,8.51532
6c33c,0,0,0,0,0,0,0,0,0,0,0,0,9.24726e+06,2,0,0,0
75Micha,13,9720,27,2,96,0,17380,0,11,14,0,0,1.12668e+06,2,34.2761,33.3202,15.0458
82ndRaygun,57,24089,289,0,983,0,61870,0,43,17,0,0,1.20999e+06,1,85.7836,34.3963,27.7393
8kan,5,4198,5,0,19,0,12010,0,9,13,0,0,109865,3,21.0869,11.5495,11.0007
97Tgc,3,2270,1,0,18,0,2480,0,7,17,0,0,1.3419e+06,3,16.1086,51.6646,11.361
9_Dr-Jekyll_1,0,0,0,0,0,0,0,0,0,0,0,0,441775,2,0,0,0
A3XSnake_Cobra,2,2538,10,0,9,0,1360,0,9,20,0,0,1.13863e+06,1,15.6049,59.6184,14.1065
AIMKRAFT,6,6822,0,0,0,0,5480,0,20,26,0,0,7.43522e+06,2,24.91,191.226,5.4969
AIbatraoz,11,11824,5,0,52,0,11700,0,33,49,0,0,494230,3,33.7107,28.1362,10.71
AId0-Raine,0,0,0,0,0,0,0,0,0,0,0,0,77475,2,0,0,0
AIeXie,15,14564,0,0,0,0,22510,0,41,77,0,0,684890,3,39.3429,34.1139,6.22333
AJ_2187,9,10240,24,0,124,0,33220,0,44,39,0,0,2.61577e+06,2,30.6486,84.3809,23.7945
ALonelyHamburger,4,4272,0,0,0,0,5160,0,5,6,0,0,4.48883e+06,1,20.1808,114.897,5.99304
AMET-xGhibli,7,10794,0,0,1,0,20760,0,25,38,0,0,1.22553e+07,2,29.0318,299.575,7.37915
AOD_Eastwood,12,9733,4,13,7,0,21810,1,34,86,0,0,1.86091e+06,1,33.2856,68.3383,8.52888
ARMANI0824,36,33040,46,0,184,0,105700,1,62,131,0,0,785344,3,67.9772,31.6964,13.361
AVA-GGININDER,0,0,0,0,0,0,0,0,0,0,0,0,313775,3,0,0,0
AbadabAgu,0,0,0,0,0,0,0,0,0,0,0,0,1.11087e+07,2,0,0,0
AcritarchOne,0,0,0,0,0,0,0,0,0,0,0,0,745885,2,0,0,0
Ag3nt_H1tman,10,7472,40,0,137,0,9950,0,8,9,0,0,6.14257e+06,2,29.4919,150.367,22.6164
AgtBingham,14,12436,38,0,86,0,31460,0,35,56,0,0,1.82002e+06,2,37.0956,60.3491,14.8849
Aiml1ss,0,0,0,0,0,0,0,0,0,0,0,0,6.60136e+06,2,0,0,0
Akallips,0,0,0,0,0,0,0,0,0,0,0,0,4.5995e+06,2,0,0,0
AlekseyFZ,0,0,0,0,0,0,0,0,0,0,0,0,1.10639e+06,2,0,0,0
AlexQ888,40,38581,41,26,103,1,46490,0,186,180,0,0,416681,2,73.6715,30.0753,9.8385
AltServ,0,0,0,0,0,0,0,0,0,0,0,0,4.12098e+06,2,0,0,0
Althussser,0,0,0,0,0,0,0,0,0,0,0,0,87900,0,0,0,0
Ammoauto,23,20174,58,0,262,0,24440,0,36,74,0,0,917165,3,50.1329,34.0518,18.7086
AndyLee811111,3,3170,0,0,46,0,7240,0,2,20,0,0,1.58134e+06,3,17.6505,55.5449,22.0087
Angelus-Irae,4,4218,27,0,135,0,4440,0,0,0,0,0,2.73022e+06,2,20.1124,69.085,45.7721
AnimaInCorpore,0,0,0,0,0,0,0,0,0,0,0,0,1.78027e+06,2,0,0,0
Annatar-90,9,8491,62,0,382,0,12290,0,21,26,0,0,6.6799e+06,2,29.3396,169.403,55.0783
Anne-for-me,2,1550,2,0,6,0,1710,0,2,9,0,0,3.55449e+06,3,13.5446,99.369,9.40744
Ansel_pls,0,0,0,0,0,0,0,0,0,0,0,0,513000,1,0,0,0
Antorex33,8,7031,0,2,7,0,6330,0,12,24,0,0,508800,2,27.101,23.5208,6.30327
Anujan3000,0,0,0,0,0,0,0,0,0,0,0,0,382180,1,0,0,0
AplusNaddy,1,1205,0,0,0,0,280,0,0,0,0,0,1.25527e+06,3,11.6162,33.5206,4.09062
ArmoredIce,21,23844,72,20,369,1,58770,1,101,129,0,0,1.53994e+07,2,49.6858,369.933,29.273
Artigence,0,0,0,0,0,0,0,0,0,0,0,0,306595,2,0,0,0
Arturs40,0,0,0,0,0,0,0,0,0,0,0,0,8.50875e+06,1,0,0,0
Asren86,0,0,0,0,0,0,0,0,0,0,0,0,9.52613e+06,2,0,0,0
AtDeathsDoor,19,10622,14,0,17,0,29520,0,70,47,1,0,843102,2,40.9143,35.1709,7.27759
Aur0ch,10,9446,15,9,60,0,15920,0,22,43,0,0,575575,2,31.0745,29.2737,14.3166
Auto_Pluck_power,0,749,0,0,0,0,0,0,2,1,0,0,2.6611e+06,3,9.06155,0,0
Avangion007,5,3665,48,0,129,0,10780,0,19,32,1,0,4.72617e+06,2,20.3758,135.32,41.8142
AvatarKN,10,6948,1,0,0,0,6130,0,19,19,0,0,238495,3,29.0256,14.223,4.97583
Azuda,0,0,0,0,0,0,0,0,0,0,0,0,668425,2,0,0,0
B00kmaster,2,1070,0,0,0,0,3460,0,9,3,0,0,3.11435e+06,2,12.2043,90.111,6.44928
B1g_D4ddy_1981,15,11929,6,0,19,0,18410,1,53,31,0,0,1.13768e+07,2,37.7777,273.588,6.91849
B4n4n3nbi3ger,0,0,0,0,0,0,0,0,0,0,0,0,9.40273e+06,2,0,0,0
BAL_Invalid-lD,3,3785,42,0,139,0,16560,0,9,15,0,0,1.49177e+06,2,18.5416,55.3525,68.6196
BAMF0816,5,5051,0,0,0,0,17070,0,18,22,0,0,1.18384e+06,1,22.109,47.7457,7.64392
BIZD248,2,1894,0,0,0,0,2500,0,10,11,0,0,4.71906e+06,3,14.3415,136.158,5.94604
BKA_009,6,5872,9,0,15,0,16890,0,23,29,0,0,1.51455e+06,2,23.9889,56.9108,11.284
BLUE_YANKEE,0,0,0,0,0,0,0,0,0,0,0,0,6.75662e+06,2,0,0,0
BUCEK775,0,0,0,0,0,0,0,0,0,0,0,0,4.05603e+06,2,0,0,0
BULLETB3LT,13,11785,0,0,0,1,37100,1,66,62,0,0,279175,3,35.6857,27.3488,7.30845
BaDaBingX,18,16280,18,0,147,0,39400,0,66,64,0,0,3.19955e+06,1,43.2628,94.1035,15.8393
BadBoyxixixi,9,10776,37,0,365,0,24550,0,28,47,0,0,3.28407e+06,1,31.0195,98.0766,51.2264
Ball_Sac_76,0,0,0,0,0,0,0,0,0,0,0,0,9.08271e+06,2,0,0,0
Bankairu,0,0,0,0,0,0,0,0,0,0,0,0,683920,2,0,0,0
Basebowlbath,2,4352,5,0,32,0,7100,0,20,26,0,0,4.84306e+06,2,18.2811,163.985,25.7189
Bauseer,10,12329,14,0,22,0,25830,0,46,29,0,0,522900,2,33.0292,29.8922,10.129
Bazz_cz,0,0,0,0,0,0,0,0,0,0,0,0,568470,2,0,0,0
BeTepok_Ha_CeBep,2,2291,28,0,64,0,5940,0,10,14,0,0,194635,2,15.1489,29.993,53.3823
BeardedLegendV,18,20324,0,0,1,0,26500,0,47,45,0,0,2.42328e+06,2,45.1999,71.8157,6.19408
Belax,7,4688,21,0,61,0,35730,0,55,45,0,0,751915,2,23.6893,48.8396,19.4524
Belethh,5,2551,23,0,46,0,9100,0,18,7,0,0,1.84132e+06,2,18.6281,57.8646,19.5316
Beneths,12,14578,0,0,47,1,57600,0,45,66,0,0,2.02263e+07,2,36.3507,468.875,12.3236
Beolzebub,12,10706,18,0,40,0,17160,0,38,27,0,0,2.36476e+07,3,33.9718,532.29,10.1494
BertistheWord42,1,2956,50,0,119,0,5100,0,16,4,0,0,8.80808e+06,2,15.3135,246.553,177.451
BiBiPwnberg,17,16292,22,0,0,0,22010,0,25,16,18,0,2.9524e+06,2,42.269,82.3146,6.99768
Biancashew,6,5394,23,0,47,0,25110,0,23,35,0,0,1.9959e+06,3,23.4874,70.5946,19.0431
Bidenrage,7,6958,16,0,65,0,10360,0,19,16,0,0,408716,2,26.0348,21.8622,17.2025
BigBoen,0,0,0,0,0,0,0,0,0,0,0,0,5.00103e+06,2,0,0,0
BinJuice22,0,0,0,0,0,0,0,0,0,0,0,0,39875,3,0,0,0
Birzon,19,19975,14,0,73,0,38600,0,46,65,0,0,1.93247e+06,2,46.0434,61.0664,10.7132
BlUnt_HeLLRaisa,14,12194,180,0,406,0,88760,0,124,49,0,0,1.70401e+06,2,36.9449,68.5344,49.9232
Blex613,21,21258,24,0,36,0,31800,1,69,95,0,0,247050,0,48.6099,22.4608,8.2378
BlkChockr,2,2560,0,0,0,0,1260,0,7,3,0,0,459950,2,15.6441,23.2282,5.00997
BoPandaRo,0,0,0,0,0,0,0,0,0,0,0,0,9.32967e+06,1,0,0,0
Bobinarea52,2,1721,0,0,0,0,3970,0,9,6,0,0,231725,3,13.954,22.0343,6.67483
Bor1sTheAnimal,5,4975,5,1,36,0,30460,0,21,25,0,0,1.16197e+07,2,22.0228,285.848,16.8347
Born-peshrom,14,14069,0,0,1,1,42760,0,21,45,0,0,4.68638e+06,2,38.0642,123.412,7.43391
BosIey,6,5470,16,0,71,0,17960,0,10,24,0,0,1.96607e+06,1,23.5691,61.8763,21.3965
Bostonpancake0,0,0,0,0,0,0,0,0,0,0,0,0,29000,0,0,0,0
Botus_Maximus,9,5914,0,0,0,0,21030,0,45,47,0,0,1.78878e+06,2,27.0317,66.5924,6.95214
Br1pac,1,940,7,0,41,0,8800,0,3,2,0,0,3.41839e+06,2,10.7735,95.2058,57.6855
Breezy-mbc,0,0,0,0,0,0,0,0,0,0,0,0,1.93018e+06,2,0,0,0
Brindisi85,0,0,0,0,0,0,0,0,0,0,0,0,1.5648e+07,2,0,0,0
BrunoGER80,23,20775,39,0,149,1,37180,0,60,72,0,0,2.5956e+06,2,50.3994,76.9034,14.3403
Brutus7284,6,5861,0,0,0,1,18500,0,8,10,0,0,1.09641e+07,2,23.9777,259.64,7.45149
BtK-Kbessa,21,24343,1,0,0,1,29330,1,46,28,0,0,119775,0,49.8843,10.8411,6.11253
BuIletZ,0,0,0,0,0,0,0,0,0,0,0,0,98075,1,0,0,0
BumblebeeRB,0,0,0,0,0,0,0,0,0,0,0,0,857020,2,0,0,0
Burning-HeadZ,9,13139,49,0,177,0,22530,0,34,53,0,0,1.00269e+06,0,32.5224,46.211,32.0732
Butadon29,22,20378,25,0,117,0,59440,0,34,89,0,0,215220,0,49.2239,17.5726,13.2091
ByoTonyko,33,33558,0,0,13,0,30530,0,37,90,0,0,155535,1,65.1433,11.8789,5.51487
C0BR4-TmorisT,0,0,0,0,0,0,0,0,0,0,0,0,379345,3,0,0,0
CLB_Demonss,23,21224,467,3,977,0,84390,0,69,57,0,0,9.97818e+06,1,50.5952,242.182,69.7828
COMRADE_ID,7,6464,0,0,90,1,5230,0,7,25,0,0,673300,2,25.5736,27.8143,18.2279
CPH4000,8,9543,0,0,0,0,3180,0,9,12,0,0,1.28366e+06,3,29.1463,39.2243,4.46373
CQC_Alpha,48,20839,126,0,216,0,146170,0,35,143,0,0,3.29529e+06,3,75.4275,89.3382,14.4284
CRASHOV13,0,0,0,0,0,0,0,0,0,0,0,0,4.70779e+06,2,0,0,0
CaMai_SSX,0,0,0,0,0,0,0,0,0,0,0,0,79550,2,0,0,0
Calvados_Hank,8,9520,0,0,0,0,17000,0,11,21,0,0,4.49562e+06,2,29.1293,118.053,6.78953
Calvin_Makoshark,0,0,0,0,0,0,0,0,0,0,0,0,2.35564e+06,3,0,0,0
CampinWitaPBnJ,28,22124,187,1,483,0,36000,0,73,87,0,0,1.99367e+06,1,55.9795,62.5408,28.9872
Capt-pYo,10,11460,69,0,537,0,23640,0,44,29,0,0,1.15749e+07,2,32.4755,280.878,66.9729
CaptKankle,10,11081,12,0,51,1,10840,0,34,50,0,0,9.53821e+06,1,32.2252,238.567,11.738
CareBLing,0,0,0,0,0,0,0,0,0,0,0,0,7.46866e+06,2,0,0,0
Carhartt2106,30,31879,0,0,0,0,42040,0,48,51,0,0,125320,2,61.5985,10.0035,6.118
CarlosSoad,11,11191,7,0,15,0,30810,0,45,75,0,0,133690,0,33.2984,25.2474,9.27427
CataraPatara,0,0,0,0,0,0,0,0,0,0,0,0,1.30439e+07,2,0,0,0
Cerativ,1,910,0,0,0,0,1530,0,0,5,0,0,5.00777e+06,2,10.6685,131.733,6.25422
Chadders007,0,0,0,0,0,0,0,0,0,0,0,0,411236,2,0,0,0
CheatAlex250399,0,0,0,0,0,0,0,0,0,0,0,0,1.50034e+07,2,0,0,0
Cheeezieee,0,0,0,0,0,0,0,0,0,0,0,0,2.36284e+06,1,0,0,0
ChellyTnT,9,8790,0,0,41,0,6180,0,8,48,0,0,1.04012e+06,3,29.5754,40.1521,9.11777
Chestnyi79,18,17053,0,0,0,0,10250,0,18,16,0,0,7.26933e+06,2,43.656,175.541,4.88403
ChiefBrabo,20,18419,1,0,0,1,38730,0,62,41,0,0,1.88701e+06,0,46.3229,58.9691,6.63325
ChinPoro,23,21872,0,0,5,2,28880,0,17,102,0,0,2.32923e+06,0,50.8729,69.577,5.95197
ChloeLemairedesu,9,8769,22,0,45,0,43590,0,34,61,0,0,155510,0,29.559,25.8782,15.3422
Chriis_au,23,19559,125,0,329,0,63190,0,66,58,0,0,359325,3,49.8546,20.5337,26.2396
ChuckNorrisI992,0,0,0,0,0,0,0,0,0,0,0,0,139070,2,0,0,0
CitenKit,0,0,0,0,0,0,0,0,0,0,0,0,681400,2,0,0,0
CologneBomber,18,14785,61,0,275,0,45920,0,67,27,0,0,4.48901e+06,2,42.4653,119.902,25.1069
ColonelArmstrong,8,9038,0,0,12,0,17830,0,32,88,0,0,2.70775e+06,2,28.7669,98.5546,7.87035
Commando_Bender,20,14759,107,0,362,0,32810,0,8,26,0,0,2.45828e+06,2,44.451,65.6474,29.3637
Condor-BOL,7,5683,0,0,161,0,4090,0,12,2,0,0,1.10384e+06,1,24.794,33.7491,27.9159
CoolCmd,0,0,0,0,0,0,0,0,0,0,0,0,1.08293e+06,2,0,0,0
Copey-GB,8,5631,28,0,147,0,19180,0,19,25,0,0,302905,2,25.7396,19.9999,27.9971
Coukhna,6,5103,47,0,152,0,12310,0,27,12,0,0,2.39992e+06,2,23.1675,74.2602,39.7296
CptnStefano,0,0,0,0,0,0,0,0,0,0,0,0,1.05153e+06,2,0,0,0
CreWaR10,14,14172,35,14,105,0,21890,0,71,85,0,0,309280,2,38.1227,31.1742,17.2877
CrispyBabies,14,16802,0,0,12,0,13810,0,107,59,0,0,1.77558e+06,3,39.5297,69.2724,5.60363
CsquaredXD,0,0,0,0,0,0,0,0,0,0,0,0,820780,1,0,0,0
